transaction_id,account_id,transaction_date,transaction_type,amount_eur,fee_eur,channel,is_international,is_flagged
T0019399,A000730,2025-08-16,Bank Transfer,1007.74,2.72,Mobile App,FALSE,FALSE
T0019400,A001983,2025-01-25,Bank Transfer,3060.96,8.73,Online Banking,FALSE,FALSE
T0019401,A001183,2025-09-11,Salary Payment,8005.3,34.21,Online Banking,TRUE,FALSE
T0019402,A000182,2025-02-14,Card Payment,137.64,2.43,Mobile App,FALSE,FALSE
T0019403,A002156,2025-12-25,ATM Withdrawal,180.29,2.05,Card,FALSE,FALSE
T0019404,A001481,2025-12-04,Card Payment,541.46,1.7,Mobile App,FALSE,FALSE
T0019405,A001272,2025-07-08,Bank Transfer,10674.79,27.14,Online Banking,FALSE,TRUE
T0019406,A000055,2025-06-30,Bank Transfer,975.94,7.32,Card,TRUE,TRUE
T0019407,A001213,2025-07-10,Card Payment,158.14,1.82,Card,FALSE,FALSE
T0019408,A001990,2025-05-05,Bank Transfer,3815.45,10.29,Online Banking,FALSE,FALSE
T0019409,A001224,2025-11-25,Direct Debit,16.39,2.39,Mobile App,FALSE,FALSE
T0019410,A001461,2025-03-20,ATM Withdrawal,449.33,1.58,Online Banking,FALSE,FALSE
T0019411,A000101,2025-12-14,Card Payment,70.5,2.27,Mobile App,FALSE,FALSE
T0019412,A000866,2025-11-05,Card Payment,5.44,2.13,Mobile App,FALSE,FALSE
T0019413,A001882,2025-12-21,Bank Transfer,2284.62,5.74,Card,FALSE,FALSE
T0019414,A000252,2025-12-06,Card Payment,60.59,1.35,Mobile App,FALSE,FALSE
T0019415,A000464,2025-01-15,Bank Transfer,1441.89,7.63,Mobile App,TRUE,TRUE
T0019416,A001749,2025-04-09,Bank Transfer,786.19,3.19,Mobile App,FALSE,FALSE
T0019417,A001361,2025-08-27,Bank Transfer,7971.79,41.65,Online Banking,TRUE,FALSE
T0019418,A001765,2025-06-22,ATM Withdrawal,281.04,0.98,Mobile App,FALSE,FALSE
T0019419,A000179,2025-05-01,Bank Transfer,11725.52,29.84,Card,FALSE,TRUE
T0019420,A002026,2025-11-12,Direct Debit,2071.7,3.96,Card,FALSE,FALSE
T0019421,A000309,2025-12-13,Investment Transfer,2748.76,7.77,Branch,FALSE,FALSE
T0019422,A001796,2025-01-20,Bank Transfer,440.83,3.23,Branch,FALSE,FALSE
T0019423,A000635,2025-08-02,Card Payment,920.96,5.3,Mobile App,TRUE,FALSE
T0019424,A000494,2025-06-02,Bank Transfer,804.44,3.64,Card,FALSE,FALSE
T0019425,A001098,2025-09-24,Card Payment,21.03,2.04,Online Banking,FALSE,FALSE
T0019426,A000254,2025-06-27,Bank Transfer,1603.46,5.47,Online Banking,FALSE,FALSE
T0019427,A001453,2025-09-19,ATM Withdrawal,61.68,1.69,Online Banking,FALSE,FALSE
T0019428,A000695,2025-02-09,Salary Payment,3593.68,5.61,Mobile App,FALSE,FALSE
T0019429,A000195,2025-03-23,Bank Transfer,11646.52,30.29,Mobile App,FALSE,FALSE
T0019430,A000339,2025-10-18,Bank Transfer,836.13,4.16,Online Banking,FALSE,FALSE
T0019431,A001520,2025-02-12,Card Payment,53.56,0.54,Online Banking,FALSE,FALSE
T0019432,A001098,2025-03-05,Bank Transfer,1351.3,4.91,Online Banking,FALSE,TRUE
T0019433,A001842,2025-03-29,Card Payment,19.63,1.62,Mobile App,FALSE,FALSE
T0019434,A001430,2025-06-26,Direct Debit,214.98,1.8,Mobile App,FALSE,FALSE
T0019435,A002202,2025-07-06,Bank Transfer,2727.33,7.67,Mobile App,FALSE,FALSE
T0019436,A001490,2025-10-26,Card Payment,56.25,0.17,ATM,FALSE,FALSE
T0019437,A002102,2025-07-21,Card Payment,1319.98,2.99,Mobile App,FALSE,FALSE
T0019438,A000913,2025-07-20,Card Payment,149.19,2.07,Mobile App,FALSE,FALSE
T0019439,A000842,2025-10-13,Salary Payment,6797.38,10.9,Mobile App,FALSE,FALSE
T0019440,A001226,2025-03-22,Card Payment,32.97,1.81,Mobile App,TRUE,FALSE
T0019441,A001251,2025-10-09,Salary Payment,1618.77,3.8,Mobile App,FALSE,FALSE
T0019442,A002161,2025-01-25,Bank Transfer,751.22,3.88,Online Banking,FALSE,FALSE
T0019443,A001085,2025-08-28,Card Payment,55.77,0.59,Mobile App,FALSE,FALSE
T0019444,A001121,2025-01-10,Card Payment,632.89,2.47,Online Banking,FALSE,FALSE
T0019445,A002171,2025-01-09,Card Payment,526.08,3.24,Mobile App,TRUE,FALSE
T0019446,A000854,2025-04-05,Bank Transfer,1135.72,3.61,Mobile App,FALSE,FALSE
T0019447,A001356,2025-10-20,ATM Withdrawal,11.76,1.41,Branch,FALSE,FALSE
T0019448,A001089,2025-09-04,ATM Withdrawal,13.98,2.42,Online Banking,FALSE,FALSE
T0019449,A001510,2025-08-26,Salary Payment,2521.56,5.75,ATM,FALSE,FALSE
T0019450,A001253,2025-07-11,Card Payment,82.61,0.93,Mobile App,FALSE,FALSE
T0019451,A001873,2025-11-19,Bank Transfer,5846.64,15.08,ATM,FALSE,FALSE
T0019452,A000138,2025-04-09,Card Payment,224.31,1.38,Mobile App,TRUE,FALSE
T0019453,A000686,2025-11-03,Card Payment,173.56,1.71,Online Banking,FALSE,FALSE
T0019454,A001972,2025-12-01,Card Payment,272.89,0.61,Card,FALSE,FALSE
T0019455,A001011,2025-10-09,Loan Payment,4225.84,7.09,Card,FALSE,FALSE
T0019456,A000266,2025-10-30,Salary Payment,1701.96,3.01,Card,FALSE,FALSE
T0019457,A001122,2025-12-08,Bank Transfer,3735.47,11.08,Mobile App,FALSE,FALSE
T0019458,A000292,2025-05-08,Card Payment,111.44,1.67,Card,FALSE,FALSE
T0019459,A000208,2025-08-19,Card Payment,88.34,2.08,Card,FALSE,FALSE
T0019460,A001614,2025-03-23,Salary Payment,2238.51,5.4,Mobile App,FALSE,FALSE
T0019461,A000554,2025-06-15,Card Payment,882.91,2.63,Mobile App,FALSE,FALSE
T0019462,A000985,2025-10-11,Bank Transfer,4829.02,13.31,Online Banking,FALSE,FALSE
T0019463,A001087,2025-01-28,Direct Debit,206.22,1.48,Online Banking,FALSE,FALSE
T0019464,A000231,2025-05-05,Bank Transfer,644.26,3.72,Online Banking,FALSE,FALSE
T0019465,A002094,2025-06-19,Loan Payment,902.29,2.68,Mobile App,FALSE,FALSE
T0019466,A000722,2025-06-21,Bank Transfer,1945.39,6.5,Online Banking,FALSE,FALSE
T0019467,A001878,2025-11-17,Card Payment,52.78,0.61,Mobile App,FALSE,FALSE
T0019468,A002222,2025-02-23,Bank Transfer,7664.04,20.99,Online Banking,FALSE,TRUE
T0019469,A001269,2025-02-10,Card Payment,347.3,2.64,Card,FALSE,FALSE
T0019470,A001758,2025-10-09,Direct Debit,337.66,1.06,Online Banking,FALSE,FALSE
T0019471,A001788,2025-04-14,Card Payment,69.46,1.3,Card,FALSE,FALSE
T0019472,A001470,2025-04-24,Direct Debit,164.95,1.52,Online Banking,FALSE,FALSE
T0019473,A000409,2025-06-24,Card Payment,115.7,1.73,Card,FALSE,FALSE
T0019474,A001617,2025-06-26,Loan Payment,765.31,3.24,Mobile App,FALSE,FALSE
T0019475,A001227,2025-08-18,ATM Withdrawal,59.79,0.42,Online Banking,FALSE,FALSE
T0019476,A000635,2025-12-18,Loan Payment,3886.33,6.98,Mobile App,FALSE,FALSE
T0019477,A000344,2025-12-23,Salary Payment,33579.92,51.34,Online Banking,FALSE,FALSE
T0019478,A000196,2025-12-24,ATM Withdrawal,612.12,2.07,ATM,FALSE,FALSE
T0019479,A001037,2025-07-26,Loan Payment,1803.97,8.28,Mobile App,TRUE,FALSE
T0019480,A001966,2025-01-16,Investment Transfer,3066.49,16.68,Mobile App,TRUE,FALSE
T0019481,A002190,2025-06-06,Bank Transfer,1469.34,5.88,Card,FALSE,FALSE
T0019482,A001813,2025-10-21,ATM Withdrawal,49.04,1.24,Branch,FALSE,FALSE
T0019483,A002173,2025-11-21,Loan Payment,948.22,1.81,ATM,FALSE,FALSE
T0019484,A002312,2025-06-01,Salary Payment,5390.93,8.35,Mobile App,FALSE,FALSE
T0019485,A000652,2025-03-20,Direct Debit,519.37,2.45,Online Banking,TRUE,FALSE
T0019486,A001594,2025-06-11,Direct Debit,68.64,1.27,Branch,FALSE,FALSE
T0019487,A000416,2025-09-18,Loan Payment,1491.93,4.5,Branch,FALSE,FALSE
T0019488,A001822,2025-08-24,ATM Withdrawal,80.27,2.0,Online Banking,FALSE,FALSE
T0019489,A000525,2025-11-05,ATM Withdrawal,574.33,2.78,Card,FALSE,FALSE
T0019490,A000328,2025-08-18,Bank Transfer,1420.45,4.08,Card,FALSE,FALSE
T0019491,A002291,2025-03-17,Salary Payment,1945.39,3.78,Mobile App,FALSE,FALSE
T0019492,A001375,2025-10-22,Card Payment,42.36,0.83,Mobile App,FALSE,FALSE
T0019493,A002168,2025-09-24,Direct Debit,187.42,2.0,Online Banking,FALSE,FALSE
T0019494,A002261,2025-10-29,Direct Debit,128.97,0.47,Mobile App,FALSE,FALSE
T0019495,A002070,2025-07-12,ATM Withdrawal,460.8,1.96,Card,FALSE,FALSE
T0019496,A000166,2025-05-04,Bank Transfer,109.33,1.4,Online Banking,FALSE,FALSE
T0019497,A001094,2025-08-22,Direct Debit,988.08,2.01,Mobile App,FALSE,FALSE
T0019498,A002235,2025-11-10,ATM Withdrawal,163.49,2.58,Mobile App,FALSE,FALSE
T0019499,A000259,2025-06-10,ATM Withdrawal,1927.99,6.58,Online Banking,FALSE,FALSE
T0019500,A002223,2025-09-19,Card Payment,389.86,1.26,Mobile App,FALSE,FALSE
T0019501,A000132,2025-02-14,ATM Withdrawal,41.56,0.6,Branch,FALSE,FALSE
T0019502,A000178,2025-06-22,ATM Withdrawal,149.84,1.43,Online Banking,FALSE,FALSE
T0019503,A000361,2025-08-01,Card Payment,149.21,0.38,Online Banking,FALSE,FALSE
T0019504,A001069,2025-04-21,Bank Transfer,2507.85,7.4,Branch,FALSE,FALSE
T0019505,A002206,2025-08-15,Bank Transfer,825.87,2.69,Card,FALSE,FALSE
T0019506,A001875,2025-01-25,Card Payment,249.77,0.58,Mobile App,FALSE,FALSE
T0019507,A000624,2025-01-12,Investment Transfer,4082.47,10.84,Branch,FALSE,FALSE
T0019508,A002294,2025-12-16,Card Payment,169.26,1.78,Card,FALSE,FALSE
T0019509,A001656,2025-10-09,Bank Transfer,22.52,1.72,ATM,FALSE,FALSE
T0019510,A001692,2025-08-17,ATM Withdrawal,212.5,1.29,Mobile App,FALSE,FALSE
T0019511,A001538,2025-02-24,Card Payment,31.66,1.08,Online Banking,FALSE,FALSE
T0019512,A000892,2025-12-02,Bank Transfer,357.57,2.99,Card,FALSE,FALSE
T0019513,A001411,2025-11-22,Card Payment,90.86,1.67,Mobile App,FALSE,TRUE
T0019514,A001116,2025-07-10,ATM Withdrawal,187.9,2.51,Online Banking,FALSE,FALSE
T0019515,A000599,2025-09-25,Loan Payment,224.37,1.56,Mobile App,FALSE,FALSE
T0019516,A000792,2025-09-28,Investment Transfer,23857.37,60.25,Online Banking,FALSE,FALSE
T0019517,A001005,2025-08-28,Bank Transfer,815.97,3.24,Online Banking,FALSE,FALSE
T0019518,A001886,2025-02-28,Card Payment,191.54,1.78,Online Banking,FALSE,FALSE
T0019519,A000531,2025-11-08,Bank Transfer,2529.94,7.13,Online Banking,FALSE,FALSE
T0019520,A000015,2025-07-28,Bank Transfer,3933.85,9.99,Online Banking,FALSE,FALSE
T0019521,A001830,2025-07-21,ATM Withdrawal,40.49,1.89,ATM,FALSE,FALSE
T0019522,A000481,2025-01-25,Direct Debit,423.37,0.85,Mobile App,FALSE,FALSE
T0019523,A002274,2025-07-21,Card Payment,79.26,1.43,ATM,FALSE,FALSE
T0019524,A001273,2025-03-05,Card Payment,387.67,2.52,Mobile App,FALSE,FALSE
T0019525,A000552,2025-09-15,Card Payment,7.06,1.79,Card,FALSE,FALSE
T0019526,A001705,2025-02-28,Card Payment,29.88,2.11,Mobile App,FALSE,FALSE
T0019527,A001581,2025-05-25,Bank Transfer,4234.83,10.99,Mobile App,FALSE,FALSE
T0019528,A002193,2025-05-05,Card Payment,19.93,1.72,Online Banking,FALSE,FALSE
T0019529,A000283,2025-06-12,Card Payment,82.32,2.44,Mobile App,FALSE,FALSE
T0019530,A001572,2025-05-10,Card Payment,39.47,0.94,Online Banking,FALSE,FALSE
T0019531,A001018,2025-07-08,Card Payment,133.74,0.42,Mobile App,FALSE,FALSE
T0019532,A001701,2025-11-26,Direct Debit,511.72,2.43,Mobile App,FALSE,FALSE
T0019533,A000347,2025-08-24,Card Payment,190.22,1.05,Mobile App,FALSE,FALSE
T0019534,A000103,2025-11-03,Bank Transfer,374.69,3.08,Card,FALSE,TRUE
T0019535,A001327,2025-05-17,Direct Debit,161.04,0.79,Branch,FALSE,FALSE
T0019536,A000026,2025-07-18,Card Payment,1013.93,3.87,Mobile App,FALSE,FALSE
T0019537,A002122,2025-10-12,ATM Withdrawal,2.27,0.14,Mobile App,FALSE,FALSE
T0019538,A001364,2025-03-20,ATM Withdrawal,81.06,2.12,Card,TRUE,FALSE
T0019539,A001074,2025-01-08,Bank Transfer,469.18,3.39,Online Banking,FALSE,FALSE
T0019540,A001975,2025-01-27,Direct Debit,34.65,0.8,Branch,TRUE,FALSE
T0019541,A001742,2025-02-25,ATM Withdrawal,1530.16,4.88,Online Banking,FALSE,FALSE
T0019542,A000731,2025-04-30,Bank Transfer,1046.64,3.24,Online Banking,FALSE,FALSE
T0019543,A001770,2025-07-22,Card Payment,1563.79,4.06,ATM,FALSE,FALSE
T0019544,A000316,2025-05-19,Bank Transfer,19.91,1.83,Mobile App,FALSE,FALSE
T0019545,A001602,2025-12-26,Card Payment,393.0,0.64,Mobile App,FALSE,FALSE
T0019546,A000622,2025-12-02,Card Payment,596.97,2.52,Online Banking,FALSE,FALSE
T0019547,A002159,2025-11-08,Card Payment,95.72,0.32,Card,FALSE,FALSE
T0019548,A002204,2025-01-17,Card Payment,35.12,0.96,Mobile App,FALSE,FALSE
T0019549,A000080,2025-11-02,ATM Withdrawal,1.9,0.06,Online Banking,FALSE,FALSE
T0019550,A001104,2025-02-13,Bank Transfer,43.26,1.61,Mobile App,FALSE,FALSE
T0019551,A001933,2025-03-09,Loan Payment,1795.08,3.21,Online Banking,FALSE,FALSE
T0019552,A000309,2025-03-03,Card Payment,10.08,0.8,Mobile App,FALSE,FALSE
T0019553,A001766,2025-07-21,Card Payment,61.07,2.16,Mobile App,FALSE,FALSE
T0019554,A001961,2025-11-15,Card Payment,2414.53,5.73,Mobile App,FALSE,FALSE
T0019555,A000106,2025-06-18,Loan Payment,2075.2,5.26,Mobile App,FALSE,FALSE
T0019556,A000727,2025-08-11,ATM Withdrawal,21.66,1.77,Mobile App,TRUE,FALSE
T0019557,A000924,2025-04-05,Investment Transfer,3429.82,10.11,Card,FALSE,FALSE
T0019558,A000337,2025-05-16,Bank Transfer,467.91,3.49,Mobile App,FALSE,FALSE
T0019559,A000370,2025-02-06,Bank Transfer,3554.17,9.36,Branch,FALSE,FALSE
T0019560,A000049,2025-03-16,ATM Withdrawal,35.53,1.77,Online Banking,FALSE,FALSE
T0019561,A001629,2025-11-19,Bank Transfer,1270.12,4.78,Mobile App,FALSE,FALSE
T0019562,A002018,2025-01-07,ATM Withdrawal,870.86,3.63,Online Banking,FALSE,FALSE
T0019563,A001592,2025-09-16,Direct Debit,6.34,0.24,Card,TRUE,FALSE
T0019564,A002282,2025-03-21,Bank Transfer,345.39,2.51,Card,FALSE,FALSE
T0019565,A001677,2025-03-23,Direct Debit,291.2,2.18,Card,FALSE,FALSE
T0019566,A001247,2025-09-29,ATM Withdrawal,618.34,3.09,Mobile App,FALSE,FALSE
T0019567,A000289,2025-01-12,Card Payment,78.98,0.8,Card,FALSE,FALSE
T0019568,A001124,2025-10-19,Card Payment,87.52,1.27,Branch,FALSE,FALSE
T0019569,A000070,2025-02-16,Investment Transfer,9854.71,27.12,Mobile App,FALSE,FALSE
T0019570,A001898,2025-04-12,Card Payment,51.85,1.71,Mobile App,FALSE,FALSE
T0019571,A000836,2025-10-03,Bank Transfer,152.73,2.57,Mobile App,FALSE,FALSE
T0019572,A000232,2025-11-12,Bank Transfer,3533.71,10.76,Card,FALSE,FALSE
T0019573,A002220,2025-04-15,Direct Debit,237.41,2.41,Branch,FALSE,FALSE
T0019574,A000255,2025-03-13,Direct Debit,93.61,1.37,Card,FALSE,FALSE
T0019575,A001088,2025-10-26,Card Payment,88.49,0.87,Card,FALSE,FALSE
T0019576,A001415,2025-11-24,Card Payment,243.77,1.44,Mobile App,FALSE,FALSE
T0019577,A001849,2025-09-11,ATM Withdrawal,346.18,1.06,Online Banking,FALSE,FALSE
T0019578,A000065,2025-11-11,ATM Withdrawal,145.19,1.11,Online Banking,FALSE,FALSE
T0019579,A000510,2025-10-12,Direct Debit,56.52,2.5,Mobile App,FALSE,FALSE
T0019580,A001837,2025-03-30,Card Payment,118.37,2.62,Branch,FALSE,FALSE
T0019581,A002266,2025-07-07,Direct Debit,331.2,1.57,Card,FALSE,FALSE
T0019582,A001810,2025-09-26,ATM Withdrawal,385.12,2.89,Online Banking,FALSE,FALSE
T0019583,A000165,2025-09-11,Direct Debit,142.58,0.55,Mobile App,FALSE,FALSE
T0019584,A002299,2025-06-09,Card Payment,69.94,0.74,Mobile App,FALSE,FALSE
T0019585,A001269,2025-11-25,Card Payment,131.63,1.57,Online Banking,FALSE,FALSE
T0019586,A001227,2025-02-05,Loan Payment,491.56,1.24,Online Banking,FALSE,FALSE
T0019587,A000336,2025-03-23,Salary Payment,4011.18,6.11,Online Banking,FALSE,FALSE
T0019588,A000318,2025-03-28,Card Payment,493.78,3.18,Online Banking,FALSE,FALSE
T0019589,A001907,2025-05-02,ATM Withdrawal,73.37,1.37,Online Banking,FALSE,FALSE
T0019590,A000816,2025-03-29,Card Payment,37.63,0.5,Mobile App,FALSE,FALSE
T0019591,A000869,2025-12-27,Card Payment,126.63,0.88,Online Banking,FALSE,FALSE
T0019592,A002069,2025-03-14,Bank Transfer,1539.18,4.01,Online Banking,FALSE,FALSE
T0019593,A002095,2025-11-07,Salary Payment,2942.91,4.94,Online Banking,FALSE,FALSE
T0019594,A000602,2025-05-28,Card Payment,33.18,1.91,Online Banking,FALSE,FALSE
T0019595,A000585,2025-06-29,Investment Transfer,440.03,1.19,Card,FALSE,FALSE
T0019596,A000822,2025-03-03,Investment Transfer,1797.47,5.42,Mobile App,FALSE,FALSE
T0019597,A002169,2025-11-30,Card Payment,1.34,2.23,Branch,FALSE,FALSE
T0019598,A002018,2025-01-15,Card Payment,252.22,1.42,Online Banking,FALSE,FALSE
T0019599,A001141,2025-11-19,ATM Withdrawal,36.46,1.44,Mobile App,FALSE,FALSE
T0019600,A000545,2025-05-10,Card Payment,189.75,1.67,Mobile App,FALSE,FALSE
T0019601,A000109,2025-02-02,ATM Withdrawal,79.57,2.48,Mobile App,FALSE,FALSE
T0019602,A000372,2025-07-01,Bank Transfer,541.29,2.4,Online Banking,FALSE,FALSE
T0019603,A000017,2025-09-18,Bank Transfer,183.26,2.8,Mobile App,FALSE,FALSE
T0019604,A001433,2025-05-28,Card Payment,127.41,0.66,Online Banking,FALSE,FALSE
T0019605,A001567,2025-10-13,Bank Transfer,8332.89,21.43,Mobile App,FALSE,FALSE
T0019606,A002146,2025-10-05,Bank Transfer,2267.68,6.09,Mobile App,FALSE,FALSE
T0019607,A000419,2025-08-29,Investment Transfer,6911.5,17.5,Mobile App,FALSE,FALSE
T0019608,A001615,2025-04-20,Investment Transfer,931.3,4.13,Online Banking,FALSE,FALSE
T0019609,A001789,2025-01-16,Card Payment,75.47,2.06,Online Banking,FALSE,FALSE
T0019610,A000768,2025-01-07,Card Payment,248.82,2.68,Mobile App,FALSE,FALSE
T0019611,A000658,2025-10-05,Card Payment,169.47,1.87,Mobile App,FALSE,FALSE
T0019612,A001695,2025-04-14,Bank Transfer,3494.53,9.22,Mobile App,FALSE,FALSE
T0019613,A001755,2025-06-15,ATM Withdrawal,150.67,0.65,Card,FALSE,FALSE
T0019614,A000629,2025-08-22,Salary Payment,32148.45,48.91,Card,FALSE,TRUE
T0019615,A001683,2025-10-21,ATM Withdrawal,518.76,1.78,ATM,FALSE,FALSE
T0019616,A000529,2025-05-13,Investment Transfer,2066.66,7.66,Online Banking,FALSE,FALSE
T0019617,A002269,2025-05-20,Bank Transfer,1442.63,3.99,Card,FALSE,FALSE
T0019618,A002011,2025-06-02,Bank Transfer,2177.88,6.95,Mobile App,FALSE,FALSE
T0019619,A000587,2025-12-22,Salary Payment,15309.28,24.39,Mobile App,FALSE,FALSE
T0019620,A002255,2025-10-04,Card Payment,90.77,2.35,Mobile App,FALSE,FALSE
T0019621,A000203,2025-06-02,Bank Transfer,0.65,2.38,Mobile App,FALSE,FALSE
T0019622,A002165,2025-05-21,Card Payment,179.67,2.36,Mobile App,FALSE,FALSE
T0019623,A001786,2025-02-06,Salary Payment,6182.74,11.26,Card,FALSE,FALSE
T0019624,A002274,2025-11-15,Salary Payment,8098.67,13.64,Online Banking,FALSE,FALSE
T0019625,A001682,2025-02-10,Card Payment,716.53,1.86,Online Banking,FALSE,FALSE
T0019626,A000311,2025-09-07,Card Payment,34.39,1.67,Mobile App,FALSE,FALSE
T0019627,A000360,2025-11-07,Card Payment,9.23,2.11,Online Banking,FALSE,FALSE
T0019628,A001300,2025-07-21,Card Payment,120.99,0.32,Card,FALSE,FALSE
T0019629,A001897,2025-03-12,Bank Transfer,974.09,3.16,Mobile App,FALSE,FALSE
T0019630,A002053,2025-01-30,Bank Transfer,163.32,1.23,ATM,FALSE,TRUE
T0019631,A000780,2025-12-04,ATM Withdrawal,721.2,2.93,Mobile App,FALSE,FALSE
T0019632,A000273,2025-03-22,Card Payment,159.91,1.24,Mobile App,FALSE,FALSE
T0019633,A002328,2025-03-16,Bank Transfer,3626.54,11.21,ATM,FALSE,FALSE
T0019634,A001064,2025-02-04,ATM Withdrawal,246.37,1.47,ATM,FALSE,FALSE
T0019635,A001851,2025-04-07,Direct Debit,56.13,0.54,ATM,FALSE,FALSE
T0019636,A001052,2025-05-18,Direct Debit,153.71,1.27,Card,FALSE,FALSE
T0019637,A000146,2025-11-02,Card Payment,72.47,1.1,Mobile App,FALSE,FALSE
T0019638,A000323,2025-11-02,Card Payment,18.39,0.11,Card,FALSE,FALSE
T0019639,A000081,2025-08-30,ATM Withdrawal,161.4,2.22,Card,FALSE,FALSE
T0019640,A001703,2025-08-26,Bank Transfer,4338.44,11.53,Mobile App,FALSE,FALSE
T0019641,A002262,2025-07-02,Card Payment,10.72,0.5,Card,FALSE,FALSE
T0019642,A000317,2025-08-08,Bank Transfer,15855.72,39.64,Online Banking,FALSE,FALSE
T0019643,A000700,2025-01-25,Bank Transfer,2919.84,8.8,Card,FALSE,FALSE
T0019644,A002305,2025-10-01,Salary Payment,3520.61,6.24,Mobile App,FALSE,FALSE
T0019645,A000659,2025-06-23,Bank Transfer,3231.52,8.5,Online Banking,FALSE,FALSE
T0019646,A000964,2025-11-08,Investment Transfer,930.89,2.37,Mobile App,FALSE,FALSE
T0019647,A001303,2025-12-27,Direct Debit,319.44,2.0,Mobile App,FALSE,FALSE
T0019648,A001195,2025-05-30,Bank Transfer,2236.12,5.63,Card,FALSE,FALSE
T0019649,A000190,2025-06-02,Loan Payment,2205.96,10.92,Branch,TRUE,FALSE
T0019650,A000874,2025-12-26,ATM Withdrawal,472.47,3.49,Online Banking,TRUE,FALSE
T0019651,A001073,2025-06-10,Card Payment,21.15,1.79,Card,TRUE,FALSE
T0019652,A000719,2025-04-03,Bank Transfer,241.08,1.55,Online Banking,TRUE,FALSE
T0019653,A000277,2025-01-20,Card Payment,25.82,1.12,Online Banking,FALSE,FALSE
T0019654,A002136,2025-02-19,ATM Withdrawal,40.85,1.56,Mobile App,FALSE,FALSE
T0019655,A001384,2025-08-27,Card Payment,51.11,1.24,Mobile App,FALSE,FALSE
T0019656,A002159,2025-05-26,Direct Debit,519.34,3.01,Mobile App,FALSE,FALSE
T0019657,A001320,2025-01-15,Direct Debit,280.59,1.97,Mobile App,FALSE,FALSE
T0019658,A000628,2025-04-25,Direct Debit,831.08,3.68,Card,FALSE,FALSE
T0019659,A000849,2025-01-14,Direct Debit,194.83,1.5,ATM,TRUE,FALSE
T0019660,A000691,2025-07-01,Bank Transfer,4115.44,21.16,Online Banking,TRUE,FALSE
T0019661,A001408,2025-03-05,Card Payment,305.48,2.5,Online Banking,TRUE,FALSE
T0019662,A002179,2025-11-17,Card Payment,0.47,0.15,Mobile App,FALSE,FALSE
T0019663,A001864,2025-10-14,Card Payment,122.55,0.85,ATM,FALSE,FALSE
T0019664,A000835,2025-09-04,Card Payment,27.76,1.35,Card,FALSE,FALSE
T0019665,A002109,2025-12-20,Card Payment,109.36,1.8,Online Banking,FALSE,FALSE
T0019666,A000770,2025-01-20,Bank Transfer,1075.57,3.75,Mobile App,FALSE,FALSE
T0019667,A001997,2025-05-07,Card Payment,389.9,1.97,Online Banking,FALSE,FALSE
T0019668,A002217,2025-01-12,Loan Payment,204.64,1.0,Online Banking,FALSE,FALSE
T0019669,A000083,2025-02-24,Salary Payment,3142.98,4.75,Card,FALSE,FALSE
T0019670,A001790,2025-10-28,Loan Payment,74.83,2.47,Mobile App,FALSE,FALSE
T0019671,A000200,2025-04-18,Loan Payment,1100.86,2.05,Online Banking,FALSE,FALSE
T0019672,A001890,2025-10-23,Card Payment,94.33,1.87,Mobile App,FALSE,FALSE
T0019673,A001923,2025-09-07,Bank Transfer,9118.23,24.8,ATM,FALSE,TRUE
T0019674,A000645,2025-06-13,Bank Transfer,1006.21,2.68,Card,FALSE,FALSE
T0019675,A000538,2025-07-19,ATM Withdrawal,1247.32,4.35,Card,FALSE,FALSE
T0019676,A001889,2025-07-17,ATM Withdrawal,436.33,3.09,ATM,FALSE,FALSE
T0019677,A001277,2025-02-06,Card Payment,36.69,1.07,Online Banking,FALSE,FALSE
T0019678,A002180,2025-05-04,Bank Transfer,16169.22,42.29,Mobile App,FALSE,FALSE
T0019679,A000715,2025-06-09,Direct Debit,35.23,0.65,Card,FALSE,FALSE
T0019680,A001217,2025-07-13,Card Payment,164.43,0.82,Online Banking,FALSE,FALSE
T0019681,A000714,2025-12-13,Loan Payment,1197.06,5.36,Card,TRUE,FALSE
T0019682,A000071,2025-05-23,ATM Withdrawal,199.88,1.06,Mobile App,FALSE,FALSE
T0019683,A000785,2025-11-03,Bank Transfer,1237.54,5.09,Card,FALSE,FALSE
T0019684,A000085,2025-08-31,Salary Payment,2742.42,12.17,Mobile App,TRUE,FALSE
T0019685,A002040,2025-12-02,Direct Debit,83.03,1.98,Online Banking,FALSE,FALSE
T0019686,A002196,2025-10-10,Investment Transfer,25587.22,65.21,Branch,FALSE,FALSE
T0019687,A000210,2025-02-28,Salary Payment,29752.31,46.93,Online Banking,FALSE,FALSE
T0019688,A000679,2025-04-28,Bank Transfer,1424.39,4.74,Online Banking,FALSE,TRUE
T0019689,A001443,2025-07-10,Loan Payment,162.78,1.65,Online Banking,FALSE,FALSE
T0019690,A001672,2025-07-13,Direct Debit,2358.13,4.51,Mobile App,FALSE,FALSE
T0019691,A000628,2025-04-23,Bank Transfer,36360.21,92.93,Mobile App,FALSE,FALSE
T0019692,A001790,2025-10-11,Bank Transfer,36.23,2.39,Mobile App,TRUE,TRUE
T0019693,A000161,2025-05-13,Card Payment,139.29,2.0,ATM,FALSE,FALSE
T0019694,A002288,2025-05-02,Card Payment,71.47,0.62,Online Banking,FALSE,FALSE
T0019695,A001390,2025-05-21,ATM Withdrawal,111.43,0.35,Mobile App,FALSE,TRUE
