customer_id,customer_name,age,gender,country,city,customer_segment,risk_level,onboarding_date
C00698,Customer 00698,63,Male,Finland,Helsinki,Retail,Low,2023-05-24
C00699,Customer 00699,25,Female,Estonia,Tallinn,Student,Medium,2021-01-11
C00700,Customer 00700,68,Male,Sweden,Stockholm,SME,Medium,2019-01-02
C00701,Customer 00701,43,Male,Estonia,Tallinn,Retail,Low,2023-09-16
C00702,Customer 00702,44,Male,Finland,Helsinki,Retail,Low,2022-09-06
C00703,Customer 00703,38,Female,Finland,Helsinki,Corporate,Low,2022-01-17
C00704,Customer 00704,39,Male,Finland,Kuopio,Retail,High,2020-03-29
C00705,Customer 00705,67,Female,Finland,Tampere,Retail,High,2024-11-24
C00706,Customer 00706,26,Male,Finland,Helsinki,Student,High,2023-10-12
C00707,Customer 00707,65,Female,Finland,Oulu,Retail,Medium,2018-08-25
C00708,Customer 00708,44,Male,Finland,Espoo,Retail,Low,2018-03-16
C00709,Customer 00709,64,Female,Finland,Oulu,Premium,Low,2023-09-22
C00710,Customer 00710,47,Female,Finland,Tampere,Retail,Medium,2020-06-15
C00711,Customer 00711,69,Male,Estonia,Tallinn,Corporate,Medium,2020-02-24
C00712,Customer 00712,48,Female,Sweden,Stockholm,Corporate,Medium,2021-02-16
C00713,Customer 00713,66,Male,Finland,Espoo,Retail,Low,2022-03-02
C00714,Customer 00714,68,Male,Finland,Jyväskylä,Corporate,Low,2015-04-02
C00715,Customer 00715,63,Male,Finland,Tampere,Retail,High,2023-09-04
C00716,Customer 00716,52,Female,Finland,Tampere,Retail,Medium,2022-10-09
C00717,Customer 00717,60,Male,Estonia,Tallinn,Premium,Low,2018-12-19
C00718,Customer 00718,32,Male,Finland,Kuopio,Premium,Low,2020-05-06
C00719,Customer 00719,29,Female,Estonia,Tallinn,Student,Low,2015-11-21
C00720,Customer 00720,55,Female,Finland,Oulu,Retail,Medium,2024-07-06
C00721,Customer 00721,32,Female,Finland,Helsinki,Retail,High,2016-06-22
C00722,Customer 00722,29,Female,Finland,Turku,Student,High,2015-10-09
C00723,Customer 00723,46,Male,Finland,Vaasa,SME,Medium,2015-03-18
C00724,Customer 00724,71,Male,Finland,Vaasa,Retail,Low,2019-12-20
C00725,Customer 00725,25,Male,Finland,Turku,Retail,Low,2020-10-14
C00726,Customer 00726,46,Female,Finland,Oulu,Retail,High,2021-10-01
C00727,Customer 00727,43,Male,Finland,Kuopio,SME,Low,2019-06-19
C00728,Customer 00728,66,Male,Finland,Tampere,Retail,Low,2018-05-26
C00729,Customer 00729,53,Female,Finland,Vaasa,Corporate,High,2021-12-16
C00730,Customer 00730,75,Female,Finland,Oulu,Premium,Low,2015-09-23
C00731,Customer 00731,74,Male,Estonia,Tallinn,Retail,Low,2020-01-27
C00732,Customer 00732,51,Female,Finland,Espoo,SME,High,2019-12-24
C00733,Customer 00733,70,Male,Estonia,Tallinn,Premium,Low,2016-02-26
C00734,Customer 00734,54,Female,Finland,Jyväskylä,Retail,Low,2022-02-06
C00735,Customer 00735,32,Female,Finland,Helsinki,Retail,Low,2024-10-08
C00736,Customer 00736,63,Male,Finland,Tampere,Retail,Medium,2024-08-09
C00737,Customer 00737,42,Female,Finland,Tampere,Retail,Low,2022-10-20
C00738,Customer 00738,58,Female,Sweden,Stockholm,Premium,High,2023-05-20
C00739,Customer 00739,66,Male,Finland,Espoo,SME,Medium,2023-04-18
C00740,Customer 00740,27,Female,Finland,Vaasa,Student,Low,2015-05-07
C00741,Customer 00741,48,Male,Finland,Tampere,SME,Low,2021-03-04
C00742,Customer 00742,70,Female,Finland,Turku,Premium,Low,2018-09-23
C00743,Customer 00743,63,Male,Estonia,Tallinn,SME,Medium,2018-02-28
C00744,Customer 00744,36,Female,Finland,Jyväskylä,Retail,Low,2022-01-28
C00745,Customer 00745,63,Female,Finland,Espoo,SME,Low,2020-07-11
C00746,Customer 00746,57,Female,Finland,Vaasa,Retail,Medium,2016-12-21
C00747,Customer 00747,35,Male,Sweden,Stockholm,Premium,Low,2015-06-23
C00748,Customer 00748,60,Female,Finland,Tampere,Retail,Medium,2017-11-28
C00749,Customer 00749,57,Male,Finland,Vaasa,Retail,Medium,2016-06-19
C00750,Customer 00750,52,Male,Finland,Helsinki,Retail,Low,2023-12-15
C00751,Customer 00751,74,Male,Finland,Helsinki,Premium,Low,2015-03-14
C00752,Customer 00752,42,Male,Finland,Tampere,Premium,Low,2020-03-02
C00753,Customer 00753,34,Female,Finland,Kuopio,Retail,Low,2023-03-06
C00754,Customer 00754,55,Female,Finland,Kuopio,Premium,High,2017-04-02
C00755,Customer 00755,33,Female,Estonia,Tallinn,Premium,Low,2021-12-18
C00756,Customer 00756,35,Male,Finland,Jyväskylä,Retail,Low,2023-07-22
C00757,Customer 00757,27,Female,Sweden,Stockholm,Retail,Low,2021-07-31
C00758,Customer 00758,65,Male,Finland,Kuopio,SME,Low,2017-11-11
C00759,Customer 00759,59,Female,Finland,Turku,Retail,Low,2024-07-02
C00760,Customer 00760,40,Female,Finland,Helsinki,SME,Low,2022-12-25
C00761,Customer 00761,50,Male,Finland,Oulu,Premium,Low,2017-08-24
C00762,Customer 00762,59,Male,Finland,Espoo,Retail,Low,2019-04-29
C00763,Customer 00763,55,Female,Finland,Turku,Retail,Low,2018-06-04
C00764,Customer 00764,66,Male,Finland,Turku,Corporate,Low,2017-02-13
C00765,Customer 00765,46,Female,Sweden,Stockholm,Retail,Low,2023-07-31
C00766,Customer 00766,63,Male,Finland,Espoo,Retail,Low,2022-07-30
C00767,Customer 00767,26,Male,Finland,Espoo,Student,Low,2018-07-29
C00768,Customer 00768,28,Female,Finland,Tampere,Student,Low,2015-05-09
C00769,Customer 00769,47,Female,Sweden,Stockholm,Premium,Low,2019-09-29
C00770,Customer 00770,77,Female,Finland,Jyväskylä,Premium,Low,2023-11-19
C00771,Customer 00771,26,Female,Finland,Kuopio,Retail,High,2017-11-13
C00772,Customer 00772,35,Male,Sweden,Stockholm,SME,Low,2024-01-09
C00773,Customer 00773,33,Female,Finland,Espoo,Corporate,Low,2016-03-16
C00774,Customer 00774,31,Female,Finland,Turku,Premium,Low,2015-08-23
C00775,Customer 00775,45,Female,Estonia,Tallinn,Premium,Medium,2021-08-15
C00776,Customer 00776,30,Male,Finland,Oulu,Premium,Low,2017-08-22
C00777,Customer 00777,41,Other/Not specified,Finland,Turku,SME,Low,2021-11-24
C00778,Customer 00778,29,Other/Not specified,Finland,Tampere,Student,Medium,2020-11-11
C00779,Customer 00779,47,Other/Not specified,Finland,Kuopio,Retail,Low,2018-09-04
C00780,Customer 00780,69,Male,Finland,Vaasa,Premium,Low,2020-12-06
C00781,Customer 00781,69,Female,Sweden,Stockholm,Retail,Low,2023-01-16
C00782,Customer 00782,24,Female,Finland,Jyväskylä,Student,Low,2018-01-17
C00783,Customer 00783,35,Male,Finland,Turku,Retail,Low,2024-11-06
C00784,Customer 00784,72,Female,Finland,Turku,Retail,Low,2022-09-12
C00785,Customer 00785,46,Male,Finland,Espoo,Premium,Low,2021-01-21
C00786,Customer 00786,66,Male,Finland,Espoo,SME,Low,2016-01-21
C00787,Customer 00787,42,Male,Finland,Oulu,Corporate,Low,2023-09-27
C00788,Customer 00788,74,Female,Finland,Kuopio,Retail,Low,2017-06-23
C00789,Customer 00789,41,Female,Finland,Jyväskylä,SME,Medium,2019-01-11
C00790,Customer 00790,23,Male,Finland,Helsinki,Student,Low,2017-07-21
C00791,Customer 00791,44,Male,Finland,Kuopio,SME,High,2022-01-07
C00792,Customer 00792,49,Male,Finland,Oulu,SME,Medium,2021-01-13
C00793,Customer 00793,46,Male,Finland,Kuopio,SME,Medium,2016-09-18
C00794,Customer 00794,27,Female,Estonia,Tallinn,Student,Medium,2022-06-08
C00795,Customer 00795,51,Female,Finland,Jyväskylä,Retail,Medium,2016-10-13
C00796,Customer 00796,26,Female,Finland,Kuopio,Retail,Low,2021-08-16
C00797,Customer 00797,71,Female,Finland,Turku,Retail,Low,2020-07-18
C00798,Customer 00798,53,Male,Finland,Tampere,SME,Low,2016-06-23
C00799,Customer 00799,63,Female,Finland,Kuopio,Premium,Low,2024-08-06
C00800,Customer 00800,33,Male,Estonia,Tallinn,SME,Low,2022-06-26
C00801,Customer 00801,52,Male,Finland,Espoo,Retail,Medium,2017-08-13
C00802,Customer 00802,68,Female,Finland,Tampere,SME,Low,2024-02-27
C00803,Customer 00803,44,Male,Finland,Turku,Retail,Low,2020-08-29
C00804,Customer 00804,33,Male,Finland,Helsinki,SME,Medium,2021-12-14
C00805,Customer 00805,58,Female,Finland,Tampere,SME,Low,2020-01-09
C00806,Customer 00806,68,Female,Finland,Espoo,Retail,Low,2019-09-17
C00807,Customer 00807,57,Female,Finland,Oulu,SME,Medium,2017-05-03
C00808,Customer 00808,61,Male,Finland,Helsinki,SME,Medium,2017-01-14
C00809,Customer 00809,66,Female,Finland,Vaasa,Corporate,Medium,2020-09-21
C00810,Customer 00810,32,Female,Estonia,Tallinn,Retail,Low,2016-06-19
C00811,Customer 00811,21,Female,Finland,Tampere,Student,Low,2017-10-23
C00812,Customer 00812,65,Male,Finland,Kuopio,SME,Medium,2016-06-05
C00813,Customer 00813,29,Male,Finland,Jyväskylä,Retail,Medium,2015-08-07
C00814,Customer 00814,26,Male,Finland,Kuopio,Student,Low,2020-11-10
C00815,Customer 00815,78,Female,Finland,Tampere,Premium,Low,2024-10-28
C00816,Customer 00816,49,Male,Finland,Oulu,Retail,Low,2015-11-05
C00817,Customer 00817,36,Female,Estonia,Tallinn,Premium,Low,2015-01-06
C00818,Customer 00818,46,Male,Finland,Kuopio,Premium,Low,2018-03-31
C00819,Customer 00819,35,Male,Sweden,Stockholm,Retail,Low,2024-04-15
C00820,Customer 00820,26,Female,Finland,Jyväskylä,Retail,Low,2024-09-17
C00821,Customer 00821,53,Female,Finland,Espoo,Retail,Medium,2017-02-20
C00822,Customer 00822,49,Female,Finland,Jyväskylä,Premium,Low,2017-11-07
C00823,Customer 00823,44,Female,Finland,Tampere,Premium,Low,2021-08-19
C00824,Customer 00824,61,Male,Finland,Kuopio,Premium,Low,2020-04-12
C00825,Customer 00825,70,Male,Finland,Oulu,Retail,Low,2017-02-11
C00826,Customer 00826,58,Female,Finland,Jyväskylä,SME,Medium,2016-12-21
C00827,Customer 00827,50,Male,Finland,Jyväskylä,Premium,Low,2018-08-31
C00828,Customer 00828,41,Female,Finland,Turku,Corporate,Low,2017-09-19
C00829,Customer 00829,67,Male,Finland,Oulu,Retail,Medium,2018-10-12
C00830,Customer 00830,47,Male,Finland,Vaasa,SME,High,2019-12-09
C00831,Customer 00831,40,Male,Finland,Tampere,SME,Low,2021-04-14
C00832,Customer 00832,47,Female,Finland,Helsinki,Retail,Low,2021-01-10
C00833,Customer 00833,28,Female,Finland,Espoo,Student,Low,2018-09-11
C00834,Customer 00834,59,Male,Finland,Vaasa,Retail,Low,2019-04-13
C00835,Customer 00835,57,Male,Sweden,Stockholm,Retail,Medium,2019-01-12
C00836,Customer 00836,32,Female,Finland,Kuopio,Retail,Low,2023-10-20
C00837,Customer 00837,66,Male,Finland,Turku,Retail,Low,2022-08-22
C00838,Customer 00838,40,Other/Not specified,Estonia,Tallinn,SME,Medium,2024-01-25
C00839,Customer 00839,54,Male,Estonia,Tallinn,Premium,Low,2017-08-22
C00840,Customer 00840,46,Female,Finland,Espoo,Retail,Low,2021-12-20
C00841,Customer 00841,34,Female,Finland,Kuopio,Retail,Low,2022-06-19
C00842,Customer 00842,55,Male,Finland,Vaasa,SME,Low,2020-03-21
C00843,Customer 00843,44,Male,Finland,Espoo,Corporate,Low,2021-11-30
C00844,Customer 00844,51,Female,Finland,Oulu,Retail,Low,2023-05-18
C00845,Customer 00845,61,Female,Finland,Turku,Corporate,Low,2019-07-12
C00846,Customer 00846,19,Female,Finland,Turku,Student,Low,2021-02-06
C00847,Customer 00847,49,Female,Finland,Vaasa,Premium,Medium,2016-02-28
C00848,Customer 00848,43,Female,Estonia,Tallinn,Retail,Low,2017-04-02
C00849,Customer 00849,66,Male,Finland,Kuopio,Retail,Low,2023-12-08
C00850,Customer 00850,69,Female,Finland,Tampere,Retail,Low,2022-02-06
C00851,Customer 00851,49,Female,Finland,Jyväskylä,Premium,Low,2021-07-05
C00852,Customer 00852,26,Male,Finland,Tampere,Retail,Medium,2015-03-17
C00853,Customer 00853,28,Male,Finland,Kuopio,Student,Medium,2021-08-03
C00854,Customer 00854,69,Female,Sweden,Stockholm,Retail,High,2018-11-06
C00855,Customer 00855,45,Female,Finland,Tampere,Retail,Medium,2024-07-31
C00856,Customer 00856,27,Male,Estonia,Tallinn,Student,Medium,2019-12-18
C00857,Customer 00857,57,Female,Finland,Turku,Retail,Low,2017-04-11
C00858,Customer 00858,48,Male,Finland,Helsinki,Premium,Medium,2022-01-02
C00859,Customer 00859,26,Female,Finland,Tampere,Student,Low,2016-04-23
C00860,Customer 00860,19,Female,Finland,Helsinki,Student,Low,2016-04-19
C00861,Customer 00861,29,Female,Finland,Helsinki,Student,Low,2018-11-11
C00862,Customer 00862,50,Female,Finland,Tampere,Retail,Medium,2022-08-28
C00863,Customer 00863,36,Female,Finland,Espoo,Retail,Low,2022-10-08
C00864,Customer 00864,30,Male,Sweden,Stockholm,Retail,Low,2018-06-19
C00865,Customer 00865,36,Female,Finland,Kuopio,Retail,Medium,2021-12-18
C00866,Customer 00866,27,Male,Finland,Oulu,Student,Low,2015-07-23
C00867,Customer 00867,51,Female,Finland,Tampere,Corporate,Medium,2023-10-29
C00868,Customer 00868,41,Male,Finland,Espoo,SME,Low,2015-10-11
C00869,Customer 00869,54,Male,Finland,Turku,Retail,Low,2022-09-16
C00870,Customer 00870,54,Male,Finland,Vaasa,Retail,Low,2015-12-16
C00871,Customer 00871,55,Female,Finland,Kuopio,Premium,Low,2024-11-03
C00872,Customer 00872,27,Male,Sweden,Stockholm,Student,Low,2023-03-08
C00873,Customer 00873,27,Male,Finland,Jyväskylä,Retail,Low,2017-08-24
C00874,Customer 00874,61,Female,Finland,Jyväskylä,Retail,Low,2024-06-21
C00875,Customer 00875,70,Female,Finland,Espoo,Retail,Low,2018-12-17
C00876,Customer 00876,62,Male,Finland,Vaasa,SME,Medium,2018-04-16
C00877,Customer 00877,62,Male,Estonia,Tallinn,Retail,Low,2021-11-03
C00878,Customer 00878,33,Female,Finland,Tampere,Retail,Low,2016-10-27
C00879,Customer 00879,24,Male,Finland,Turku,Student,Low,2024-02-08
C00880,Customer 00880,53,Other/Not specified,Finland,Espoo,Corporate,Low,2016-10-02
C00881,Customer 00881,32,Male,Sweden,Stockholm,SME,Medium,2021-05-06
C00882,Customer 00882,43,Female,Estonia,Tallinn,Retail,Low,2015-07-28
C00883,Customer 00883,66,Male,Finland,Oulu,SME,Medium,2017-06-27
C00884,Customer 00884,38,Female,Finland,Kuopio,SME,High,2022-06-06
C00885,Customer 00885,28,Female,Sweden,Stockholm,Student,Low,2021-01-21
C00886,Customer 00886,31,Female,Finland,Tampere,Retail,Medium,2018-06-04
C00887,Customer 00887,47,Female,Estonia,Tallinn,Retail,Medium,2023-12-23
C00888,Customer 00888,38,Female,Finland,Vaasa,Retail,Low,2023-04-02
C00889,Customer 00889,63,Male,Finland,Turku,SME,Medium,2020-02-19
C00890,Customer 00890,31,Male,Finland,Espoo,Premium,Low,2017-10-06
C00891,Customer 00891,48,Female,Finland,Kuopio,Retail,Low,2022-05-06
C00892,Customer 00892,74,Female,Estonia,Tallinn,Premium,Low,2017-04-21
C00893,Customer 00893,69,Male,Finland,Espoo,Corporate,High,2020-03-17
C00894,Customer 00894,58,Male,Estonia,Tallinn,Premium,Low,2016-08-18
C00895,Customer 00895,59,Female,Finland,Vaasa,Retail,Low,2023-07-31
C00896,Customer 00896,28,Male,Finland,Espoo,Student,High,2015-10-30
C00897,Customer 00897,18,Female,Finland,Turku,Student,Medium,2024-02-22
C00898,Customer 00898,45,Male,Finland,Tampere,Retail,Low,2015-03-03
C00899,Customer 00899,33,Female,Finland,Kuopio,Corporate,High,2024-08-24
C00900,Customer 00900,69,Female,Finland,Turku,Retail,Medium,2022-10-25
C00901,Customer 00901,50,Female,Finland,Turku,Premium,High,2024-03-17
C00902,Customer 00902,71,Male,Finland,Turku,Retail,Low,2023-07-24
C00903,Customer 00903,49,Male,Finland,Helsinki,Premium,Low,2018-08-19
C00904,Customer 00904,41,Female,Finland,Oulu,Premium,Medium,2015-04-12
C00905,Customer 00905,22,Female,Finland,Espoo,Student,Medium,2016-02-27
C00906,Customer 00906,28,Female,Finland,Vaasa,Retail,Low,2020-11-11
C00907,Customer 00907,19,Female,Finland,Kuopio,Student,Medium,2024-06-04
C00908,Customer 00908,37,Female,Sweden,Stockholm,SME,Low,2017-03-17
C00909,Customer 00909,60,Male,Estonia,Tallinn,Premium,Low,2023-02-10
C00910,Customer 00910,36,Female,Sweden,Stockholm,Retail,Low,2024-09-01
C00911,Customer 00911,27,Male,Finland,Jyväskylä,Retail,Medium,2017-01-16
C00912,Customer 00912,52,Female,Finland,Helsinki,Retail,High,2023-02-14
C00913,Customer 00913,55,Male,Finland,Vaasa,Premium,Low,2015-07-21
C00914,Customer 00914,53,Male,Finland,Oulu,Retail,Low,2017-07-19
C00915,Customer 00915,25,Female,Sweden,Stockholm,Student,Low,2022-10-05
C00916,Customer 00916,71,Male,Finland,Espoo,Premium,Low,2023-07-20
C00917,Customer 00917,30,Female,Finland,Tampere,Retail,Medium,2019-08-05
C00918,Customer 00918,37,Male,Finland,Jyväskylä,Corporate,Low,2021-02-15
C00919,Customer 00919,43,Female,Finland,Turku,SME,Low,2016-04-05
C00920,Customer 00920,38,Female,Finland,Espoo,Retail,Low,2020-10-10
C00921,Customer 00921,57,Male,Finland,Vaasa,Retail,Low,2019-04-18
C00922,Customer 00922,39,Female,Finland,Espoo,SME,Medium,2019-06-19
C00923,Customer 00923,35,Female,Finland,Tampere,Premium,Low,2024-11-04
C00924,Customer 00924,45,Female,Sweden,Stockholm,Retail,Medium,2017-03-20
C00925,Customer 00925,39,Male,Sweden,Stockholm,Retail,Low,2020-09-23
C00926,Customer 00926,28,Male,Estonia,Tallinn,Student,Low,2020-10-28
C00927,Customer 00927,76,Male,Finland,Jyväskylä,Premium,Low,2015-06-20
C00928,Customer 00928,60,Male,Finland,Helsinki,SME,High,2015-01-29
C00929,Customer 00929,31,Female,Sweden,Stockholm,Retail,High,2019-11-15
C00930,Customer 00930,33,Male,Sweden,Stockholm,Retail,Low,2020-10-18
C00931,Customer 00931,40,Male,Finland,Kuopio,Premium,Low,2018-03-24
C00932,Customer 00932,72,Female,Sweden,Stockholm,Retail,Low,2016-06-16
C00933,Customer 00933,33,Male,Finland,Vaasa,SME,Low,2019-07-04
C00934,Customer 00934,33,Male,Finland,Kuopio,SME,Medium,2021-11-09
C00935,Customer 00935,26,Female,Estonia,Tallinn,Student,Low,2023-08-05
C00936,Customer 00936,21,Male,Estonia,Tallinn,Student,Low,2021-10-09
C00937,Customer 00937,41,Female,Finland,Jyväskylä,Premium,Medium,2021-03-04
C00938,Customer 00938,72,Female,Finland,Helsinki,Retail,Low,2019-01-14
C00939,Customer 00939,68,Male,Estonia,Tallinn,Retail,Medium,2018-01-29
C00940,Customer 00940,59,Female,Finland,Helsinki,Premium,Low,2017-04-18
C00941,Customer 00941,48,Male,Finland,Tampere,Retail,Low,2023-12-28
C00942,Customer 00942,37,Female,Finland,Oulu,Premium,Low,2018-06-26
C00943,Customer 00943,67,Male,Finland,Turku,Corporate,Low,2022-09-07
C00944,Customer 00944,67,Male,Finland,Helsinki,Corporate,Medium,2021-05-11
C00945,Customer 00945,58,Male,Finland,Helsinki,SME,Medium,2024-06-15
C00946,Customer 00946,47,Female,Finland,Oulu,Retail,Medium,2023-06-21
C00947,Customer 00947,20,Female,Finland,Tampere,Student,Low,2018-10-16
C00948,Customer 00948,21,Male,Estonia,Tallinn,Student,Low,2024-03-25
C00949,Customer 00949,75,Female,Finland,Vaasa,Premium,Medium,2015-12-06
C00950,Customer 00950,40,Male,Estonia,Tallinn,Retail,Low,2019-02-11
C00951,Customer 00951,28,Male,Finland,Vaasa,Student,Low,2017-07-27
C00952,Customer 00952,66,Female,Finland,Espoo,SME,Medium,2021-03-07
C00953,Customer 00953,65,Female,Sweden,Stockholm,SME,High,2016-09-03
C00954,Customer 00954,35,Male,Finland,Vaasa,Retail,Low,2020-06-14
C00955,Customer 00955,19,Female,Sweden,Stockholm,Student,Low,2023-10-09
C00956,Customer 00956,63,Male,Finland,Oulu,Premium,Low,2020-02-15
C00957,Customer 00957,50,Female,Finland,Turku,Premium,Low,2024-02-05
C00958,Customer 00958,37,Female,Finland,Espoo,SME,Low,2016-04-02
C00959,Customer 00959,25,Male,Finland,Espoo,Student,Medium,2017-07-25
C00960,Customer 00960,51,Male,Finland,Turku,Premium,Medium,2021-03-16
C00961,Customer 00961,67,Male,Finland,Jyväskylä,Premium,Medium,2020-09-10
C00962,Customer 00962,30,Female,Finland,Espoo,Retail,Low,2019-03-21
C00963,Customer 00963,27,Female,Finland,Kuopio,Retail,High,2019-10-20
C00964,Customer 00964,54,Male,Finland,Jyväskylä,Corporate,High,2019-05-27
C00965,Customer 00965,63,Female,Finland,Kuopio,Retail,Low,2022-11-23
C00966,Customer 00966,68,Female,Finland,Helsinki,Retail,Low,2018-01-31
C00967,Customer 00967,43,Female,Finland,Vaasa,Retail,Low,2017-11-18
C00968,Customer 00968,78,Male,Finland,Jyväskylä,Premium,Medium,2016-12-08
C00969,Customer 00969,52,Female,Estonia,Tallinn,Premium,Low,2023-03-19
C00970,Customer 00970,59,Female,Finland,Vaasa,Retail,Low,2023-06-05
C00971,Customer 00971,55,Female,Finland,Espoo,SME,Low,2016-05-30
C00972,Customer 00972,23,Male,Finland,Espoo,Student,Medium,2021-04-06
C00973,Customer 00973,59,Male,Finland,Turku,Premium,Low,2024-01-06
C00974,Customer 00974,57,Female,Finland,Kuopio,Premium,Low,2017-08-07
C00975,Customer 00975,32,Male,Finland,Vaasa,Premium,Low,2015-06-04
C00976,Customer 00976,26,Female,Finland,Tampere,Retail,Low,2016-01-09
C00977,Customer 00977,61,Male,Finland,Jyväskylä,Retail,Low,2019-12-24
C00978,Customer 00978,72,Male,Finland,Helsinki,Retail,Low,2017-05-28
C00979,Customer 00979,53,Female,Finland,Turku,Retail,Low,2019-03-17
C00980,Customer 00980,29,Male,Finland,Jyväskylä,Retail,High,2024-07-28
C00981,Customer 00981,30,Male,Finland,Espoo,Retail,Low,2019-05-07
C00982,Customer 00982,46,Female,Estonia,Tallinn,Corporate,Medium,2019-02-18
C00983,Customer 00983,18,Male,Sweden,Stockholm,Student,Medium,2021-04-17
C00984,Customer 00984,62,Female,Estonia,Tallinn,SME,Low,2018-01-17
C00985,Customer 00985,53,Male,Estonia,Tallinn,Retail,Low,2020-10-18
C00986,Customer 00986,19,Male,Finland,Helsinki,Student,Low,2019-01-21
C00987,Customer 00987,50,Female,Finland,Oulu,Retail,Low,2020-04-14
C00988,Customer 00988,48,Female,Finland,Turku,Premium,Low,2015-03-06
C00989,Customer 00989,36,Female,Finland,Kuopio,Retail,Medium,2018-08-21
C00990,Customer 00990,24,Female,Finland,Jyväskylä,Student,Low,2022-10-20
C00991,Customer 00991,31,Female,Finland,Vaasa,Retail,Low,2018-06-13
C00992,Customer 00992,69,Female,Finland,Tampere,Retail,Low,2020-04-23
C00993,Customer 00993,66,Female,Finland,Espoo,Premium,Low,2019-08-13
C00994,Customer 00994,44,Female,Finland,Jyväskylä,Premium,Low,2017-02-28
C00995,Customer 00995,63,Female,Finland,Kuopio,Retail,Low,2021-04-23
C00996,Customer 00996,68,Male,Finland,Tampere,Retail,Low,2022-12-19
C00997,Customer 00997,54,Female,Estonia,Tallinn,Retail,Low,2015-08-03
C00998,Customer 00998,55,Female,Finland,Helsinki,SME,Medium,2021-07-12
C00999,Customer 00999,45,Female,Sweden,Stockholm,Corporate,Medium,2024-11-01
C01000,Customer 01000,28,Female,Sweden,Stockholm,Retail,Low,2022-08-27
C01001,Customer 01001,63,Female,Finland,Helsinki,Retail,Low,2019-02-01
C01002,Customer 01002,54,Female,Estonia,Tallinn,Premium,Low,2024-02-20
C01003,Customer 01003,62,Male,Finland,Jyväskylä,Retail,Medium,2016-07-18
C01004,Customer 01004,53,Female,Finland,Helsinki,Corporate,Low,2020-06-07
C01005,Customer 01005,51,Male,Finland,Turku,Retail,Low,2015-12-18
C01006,Customer 01006,64,Male,Finland,Espoo,Retail,High,2020-06-29
C01007,Customer 01007,35,Male,Finland,Turku,Premium,Low,2024-01-31
C01008,Customer 01008,39,Male,Finland,Turku,SME,Low,2022-04-14
C01009,Customer 01009,52,Other/Not specified,Finland,Turku,SME,Medium,2022-01-07
C01010,Customer 01010,42,Male,Finland,Oulu,Retail,Medium,2019-04-30
C01011,Customer 01011,39,Male,Finland,Vaasa,Premium,Low,2018-03-17
C01012,Customer 01012,37,Male,Finland,Vaasa,SME,High,2017-08-24
C01013,Customer 01013,70,Female,Sweden,Stockholm,Retail,Low,2017-12-12
C01014,Customer 01014,37,Female,Finland,Espoo,Retail,Medium,2023-04-19
C01015,Customer 01015,69,Male,Finland,Vaasa,Corporate,Medium,2023-06-07
C01016,Customer 01016,27,Male,Estonia,Tallinn,Student,Low,2017-08-15
C01017,Customer 01017,25,Male,Finland,Helsinki,Student,Low,2016-08-09
C01018,Customer 01018,52,Male,Finland,Tampere,Retail,Low,2015-09-24
C01019,Customer 01019,69,Male,Finland,Helsinki,Retail,Medium,2019-09-20
C01020,Customer 01020,58,Male,Finland,Helsinki,SME,Medium,2022-02-06
C01021,Customer 01021,70,Female,Finland,Tampere,Retail,Medium,2023-03-09
C01022,Customer 01022,41,Male,Finland,Tampere,Retail,Low,2019-12-26
C01023,Customer 01023,36,Male,Estonia,Tallinn,SME,Low,2018-06-26
C01024,Customer 01024,46,Female,Finland,Kuopio,Retail,High,2019-10-13
C01025,Customer 01025,60,Male,Finland,Vaasa,Retail,High,2017-12-21
C01026,Customer 01026,50,Female,Finland,Oulu,Retail,Low,2019-06-12
C01027,Customer 01027,31,Female,Finland,Vaasa,Retail,Low,2021-02-02
C01028,Customer 01028,18,Female,Finland,Espoo,Student,Low,2017-08-30
C01029,Customer 01029,74,Female,Finland,Helsinki,Retail,Medium,2021-05-02
C01030,Customer 01030,32,Female,Finland,Turku,Retail,High,2017-03-30
C01031,Customer 01031,63,Female,Finland,Vaasa,Retail,Low,2016-09-08
C01032,Customer 01032,77,Female,Finland,Turku,Premium,High,2021-07-20
C01033,Customer 01033,32,Female,Finland,Oulu,Premium,Medium,2015-09-11
C01034,Customer 01034,32,Female,Finland,Turku,SME,Medium,2021-06-30
C01035,Customer 01035,35,Male,Finland,Kuopio,Corporate,High,2022-01-31
C01036,Customer 01036,49,Female,Finland,Vaasa,Retail,Medium,2019-04-29
C01037,Customer 01037,59,Female,Finland,Kuopio,Premium,Low,2021-10-03
C01038,Customer 01038,44,Male,Estonia,Tallinn,SME,Medium,2024-04-01
C01039,Customer 01039,21,Male,Finland,Helsinki,Student,Low,2020-10-21
C01040,Customer 01040,71,Female,Sweden,Stockholm,Retail,Medium,2022-01-03
C01041,Customer 01041,21,Female,Finland,Espoo,Student,Low,2019-05-23
C01042,Customer 01042,58,Male,Finland,Turku,Retail,Low,2024-09-30
C01043,Customer 01043,37,Female,Sweden,Stockholm,Retail,Low,2022-01-19
C01044,Customer 01044,64,Female,Sweden,Stockholm,Retail,Low,2016-03-17
C01045,Customer 01045,58,Female,Estonia,Tallinn,Retail,Low,2016-01-06
C01046,Customer 01046,75,Male,Sweden,Stockholm,Premium,Low,2019-07-14
C01047,Customer 01047,49,Male,Finland,Helsinki,Corporate,Medium,2017-10-14
