account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
A000889,C00559,B006,Savings Account,2024-10-05,3281.01,Active
A000890,C00559,B001,Savings Account,2019-02-09,0,Active
A000891,C00560,B005,Savings Account,2021-09-28,4193.25,Active
A000892,C00561,B007,Investment Account,2023-02-24,9206.5,Active
A000893,C00562,B005,Current Account,2024-10-11,51663.84,Active
A000894,C00562,B002,Savings Account,2017-08-02,36251.8,Active
A000895,C00563,B006,Investment Account,2018-05-26,19763.17,Active
A000896,C00563,B006,Savings Account,2018-09-05,31931.13,Active
A000897,C00564,B010,Current Account,2018-03-24,56065.79,Active
A000898,C00564,B002,Current Account,2016-07-05,106609.21,Active
A000899,C00564,B009,Current Account,2023-07-24,7440.32,Active
A000900,C00565,B006,Savings Account,2019-09-15,34642.89,Active
A000901,C00565,B005,Savings Account,2020-03-10,27320.93,Active
A000902,C00566,B009,Current Account,2016-07-12,37886.84,Active
A000903,C00567,B005,Current Account,2023-04-03,4135.35,Active
A000904,C00568,B007,Business Account,2020-04-07,49431.6,Active
A000905,C00569,B009,Savings Account,2024-02-03,4103.88,Active
A000906,C00570,B002,Savings Account,2022-02-26,1494.86,Active
A000907,C00570,B003,Current Account,2017-06-04,0.24,Active
A000908,C00571,B007,Savings Account,2024-02-01,6163.77,Active
A000909,C00572,B009,Business Account,2016-09-26,69667.11,Active
A000910,C00572,B004,Savings Account,2021-06-20,164379.22,Active
A000911,C00573,B003,Savings Account,2022-08-27,24140.92,Active
A000912,C00573,B003,Current Account,2022-10-28,0,Active
A000913,C00574,B006,Business Account,2017-05-05,25858.12,Active
A000914,C00574,B001,Savings Account,2024-05-05,11274.31,Active
A000915,C00575,B009,Current Account,2024-01-22,7577.71,Active
A000916,C00575,B005,Savings Account,2019-01-09,1073.89,Active
A000917,C00576,B008,Investment Account,2018-12-30,6385.56,Active
A000918,C00576,B007,Savings Account,2017-12-15,54297.67,Active
A000919,C00577,B003,Current Account,2022-07-29,1128.34,Active
A000920,C00578,B007,Investment Account,2019-02-17,0,Active
A000921,C00578,B006,Savings Account,2017-11-05,148532.27,Dormant
A000922,C00578,B010,Savings Account,2017-10-13,137436.22,Active
A000923,C00579,B006,Investment Account,2020-10-27,4076.19,Active
A000924,C00579,B004,Savings Account,2017-08-04,8637.57,Active
A000925,C00580,B004,Current Account,2022-01-10,1800.9,Active
A000926,C00580,B003,Investment Account,2022-09-30,1110.35,Active
A000927,C00581,B005,Current Account,2021-11-06,55545.62,Active
A000928,C00582,B001,Investment Account,2020-02-08,0,Active
A000929,C00583,B004,Investment Account,2016-08-30,14528.07,Active
A000930,C00584,B004,Business Account,2024-11-06,11951.64,Active
A000931,C00585,B007,Current Account,2019-01-21,932.47,Active
A000932,C00586,B010,Savings Account,2024-06-15,38827.87,Active
A000933,C00587,B001,Investment Account,2017-05-27,3941.9,Active
A000934,C00588,B010,Current Account,2019-08-27,0,Active
A000935,C00589,B008,Current Account,2023-10-28,18123.75,Active
A000936,C00590,B008,Savings Account,2020-09-10,7521.57,Active
A000937,C00590,B009,Current Account,2020-10-26,2783.12,Active
A000938,C00591,B004,Savings Account,2024-08-30,580.65,Active
A000939,C00591,B005,Savings Account,2024-01-29,12428.77,Active
A000940,C00592,B005,Current Account,2017-01-10,0,Active
A000941,C00592,B008,Current Account,2020-11-28,9434.99,Dormant
A000942,C00593,B001,Savings Account,2019-10-01,6498.95,Dormant
A000943,C00594,B010,Business Account,2020-06-14,2026.62,Closed
A000944,C00594,B007,Savings Account,2021-10-28,8559.55,Active
A000945,C00595,B005,Business Account,2024-06-14,7490.85,Dormant
A000946,C00596,B005,Current Account,2022-11-10,10250.65,Active
A000947,C00597,B003,Savings Account,2016-07-04,12081.09,Active
A000948,C00598,B005,Current Account,2023-03-26,206136.93,Active
A000949,C00598,B005,Current Account,2021-04-02,107865.28,Active
A000950,C00598,B002,Current Account,2019-12-29,193301.34,Active
A000951,C00599,B008,Investment Account,2019-06-25,0,Active
A000952,C00599,B009,Current Account,2019-03-09,969.17,Active
A000953,C00600,B002,Current Account,2021-07-05,57867.14,Active
A000954,C00600,B003,Current Account,2020-11-30,3381.55,Active
A000955,C00601,B009,Current Account,2017-12-19,130785.39,Active
A000956,C00602,B004,Current Account,2018-10-13,38139.21,Active
A000957,C00603,B001,Investment Account,2020-02-27,0,Active
A000958,C00603,B004,Business Account,2017-04-19,8719.28,Active
A000959,C00603,B009,Current Account,2020-01-15,75933.41,Active
A000960,C00604,B006,Current Account,2022-05-10,2055.66,Active
A000961,C00605,B008,Investment Account,2020-09-03,7853.29,Active
A000962,C00605,B002,Savings Account,2018-02-10,865.08,Active
A000963,C00606,B002,Business Account,2024-06-28,22283.28,Active
A000964,C00607,B006,Business Account,2017-12-09,5963.54,Active
A000965,C00608,B010,Current Account,2021-01-08,8361.18,Closed
A000966,C00609,B009,Current Account,2021-02-07,1631.81,Active
A000967,C00610,B001,Savings Account,2020-09-18,10126.42,Active
A000968,C00610,B005,Savings Account,2021-12-15,8139.75,Active
A000969,C00611,B004,Current Account,2024-04-17,3121.06,Active
A000970,C00612,B002,Business Account,2016-04-01,14545.68,Active
A000971,C00612,B008,Investment Account,2023-06-11,82663.78,Active
A000972,C00613,B003,Current Account,2023-12-29,28527.06,Active
A000973,C00613,B003,Current Account,2018-05-26,14428.04,Active
A000974,C00613,B010,Savings Account,2022-06-25,65782.72,Closed
A000975,C00614,B008,Savings Account,2017-06-23,3780.22,Active
A000976,C00614,B008,Savings Account,2018-10-28,5508.57,Active
A000977,C00615,B009,Savings Account,2023-04-30,3073.13,Active
A000978,C00616,B003,Current Account,2021-03-07,645.93,Active
A000979,C00617,B009,Savings Account,2016-05-23,1432.92,Active
A000980,C00618,B008,Current Account,2024-03-23,17999.37,Active
A000981,C00619,B001,Current Account,2022-12-20,11972.23,Active
A000982,C00620,B003,Current Account,2020-02-03,12733.54,Active
A000983,C00621,B005,Business Account,2017-10-25,1168.79,Active
A000984,C00622,B002,Savings Account,2016-04-05,0,Active
A000985,C00623,B008,Business Account,2021-02-27,58729.31,Active
A000986,C00624,B008,Business Account,2024-09-26,112503.3,Active
A000987,C00625,B008,Current Account,2020-10-25,4730.78,Active
A000988,C00626,B003,Investment Account,2017-11-03,8258.24,Active
A000989,C00627,B008,Savings Account,2024-07-31,65769.22,Active
A000990,C00627,B009,Investment Account,2024-10-07,26943.86,Active
A000991,C00627,B007,Savings Account,2024-02-11,15967.98,Active
A000992,C00628,B007,Savings Account,2023-09-26,66568.26,Active
A000993,C00629,B009,Current Account,2017-08-17,1976.17,Active
A000994,C00630,B005,Current Account,2022-12-10,34185.28,Active
A000995,C00631,B001,Current Account,2022-12-15,18616.3,Active
A000996,C00632,B004,Business Account,2018-06-29,17700.78,Active
A000997,C00632,B003,Savings Account,2017-09-24,33089.57,Active
A000998,C00633,B003,Investment Account,2019-05-04,2937.72,Active
A000999,C00634,B010,Current Account,2020-12-05,57667.25,Active
A001000,C00634,B006,Investment Account,2019-09-12,2768.85,Active
A001001,C00635,B009,Savings Account,2017-04-13,8418.81,Closed
A001002,C00635,B001,Savings Account,2016-05-07,3757.57,Active
A001003,C00636,B003,Savings Account,2023-04-29,5190.44,Dormant
A001004,C00636,B007,Investment Account,2022-06-08,19975.16,Active
A001005,C00637,B007,Investment Account,2017-07-25,5958.59,Active
A001006,C00638,B006,Current Account,2018-07-02,6895.54,Active
A001007,C00638,B005,Savings Account,2017-08-09,3158.01,Active
A001008,C00639,B008,Savings Account,2019-07-09,8310.33,Active
A001009,C00639,B002,Investment Account,2020-01-02,0,Active
A001010,C00640,B010,Investment Account,2018-07-20,56592.01,Closed
A001011,C00640,B006,Savings Account,2022-07-20,0,Active
A001012,C00641,B005,Current Account,2021-05-18,3015.57,Active
A001013,C00642,B009,Investment Account,2022-04-20,11499.04,Active
A001014,C00643,B006,Savings Account,2017-07-03,739.45,Active
A001015,C00644,B001,Savings Account,2021-03-12,12016.45,Active
A001016,C00645,B004,Savings Account,2020-07-30,6346.53,Active
A001017,C00646,B007,Business Account,2022-09-15,3014.84,Active
A001018,C00647,B007,Current Account,2016-08-24,37903.38,Active
A001019,C00648,B003,Savings Account,2017-10-19,228631.43,Active
A001020,C00648,B001,Business Account,2017-02-04,240671.23,Active
A001021,C00648,B003,Current Account,2018-09-09,349228.51,Active
A001022,C00648,B008,Current Account,2020-09-18,100900.2,Active
A001023,C00649,B008,Savings Account,2024-10-20,9157.88,Active
A001024,C00650,B009,Current Account,2019-04-08,7327.06,Dormant
A001025,C00651,B003,Savings Account,2024-07-11,11400.16,Active
A001026,C00651,B008,Investment Account,2021-05-03,2075.22,Active
A001027,C00652,B004,Current Account,2021-05-30,11444.73,Active
A001028,C00653,B001,Investment Account,2022-07-15,291.62,Active
A001029,C00654,B005,Investment Account,2023-09-14,6303.89,Active
A001030,C00654,B009,Current Account,2017-03-03,40009.48,Active
A001031,C00654,B006,Current Account,2023-09-20,14829.98,Active
A001032,C00655,B008,Investment Account,2017-12-31,6197.4,Active
A001033,C00656,B002,Investment Account,2021-09-22,49829.7,Active
A001034,C00656,B004,Savings Account,2018-03-15,32352.17,Active
A001035,C00656,B008,Current Account,2023-08-05,19086.52,Active
A001036,C00657,B006,Investment Account,2019-01-23,36618.38,Active
A001037,C00657,B005,Investment Account,2018-09-23,60009.1,Active
A001038,C00658,B010,Business Account,2020-09-18,10972.33,Active
A001039,C00659,B008,Current Account,2022-04-25,4980.54,Active
A001040,C00660,B006,Savings Account,2018-02-22,9616.5,Active
A001041,C00660,B005,Current Account,2019-02-15,4147.51,Active
A001042,C00661,B003,Business Account,2020-03-03,47046.63,Active
A001043,C00661,B006,Business Account,2021-08-16,0,Active
A001044,C00662,B009,Business Account,2019-03-17,2747.28,Active
A001045,C00663,B007,Current Account,2020-03-21,34771.51,Active
A001046,C00664,B008,Investment Account,2016-11-20,50205.92,Closed
A001047,C00664,B006,Investment Account,2022-07-31,21129.22,Active
A001048,C00665,B010,Investment Account,2024-03-22,24697.3,Active
A001049,C00665,B010,Savings Account,2020-06-24,46299.95,Active
A001050,C00665,B009,Savings Account,2021-12-12,64295.68,Active
A001051,C00666,B006,Current Account,2023-09-09,4396.41,Active
A001052,C00667,B002,Savings Account,2021-05-24,1003.96,Active
A001053,C00667,B001,Savings Account,2024-06-28,18785.21,Active
A001054,C00667,B005,Current Account,2019-04-28,0,Active
A001055,C00668,B002,Savings Account,2021-08-12,23445.79,Active
A001056,C00668,B003,Savings Account,2017-02-28,50526.61,Active
A001057,C00669,B010,Investment Account,2017-08-05,0,Active
A001058,C00670,B003,Savings Account,2019-10-23,3886.51,Active
A001059,C00671,B008,Business Account,2018-11-06,40860.31,Active
A001060,C00672,B003,Current Account,2023-09-04,340152.88,Active
A001061,C00672,B006,Business Account,2023-09-29,99937.07,Active
A001062,C00673,B001,Current Account,2017-11-07,24320.7,Active
A001063,C00673,B003,Business Account,2018-07-31,29949.69,Active
A001064,C00673,B003,Current Account,2023-05-20,10764.96,Active
A001065,C00674,B010,Savings Account,2024-02-23,66818.29,Active
A001066,C00674,B001,Business Account,2024-08-11,0,Active
A001067,C00675,B008,Savings Account,2024-02-22,11865.46,Active
A001068,C00676,B002,Investment Account,2019-11-29,4571.95,Active
A001069,C00677,B007,Savings Account,2019-02-06,55441.59,Active
A001070,C00677,B005,Current Account,2024-06-09,16328.94,Active
A001071,C00677,B006,Savings Account,2024-01-19,26598.81,Active
A001072,C00678,B004,Business Account,2017-11-20,5497.01,Active
A001073,C00678,B009,Savings Account,2022-12-21,2023.9,Active
A001074,C00679,B002,Savings Account,2020-11-20,3325.54,Active
A001075,C00680,B003,Current Account,2021-12-23,25948.08,Active
A001076,C00681,B005,Current Account,2021-02-14,18019.35,Active
A001077,C00681,B009,Investment Account,2022-09-21,10663.18,Active
A001078,C00682,B008,Business Account,2018-05-22,5731.18,Active
A001079,C00683,B008,Investment Account,2019-02-05,5191.68,Active
A001080,C00683,B005,Current Account,2024-06-16,2320.0,Dormant
A001081,C00684,B006,Current Account,2020-03-25,5523.44,Active
A001082,C00685,B002,Investment Account,2017-04-21,3866.52,Active
A001083,C00685,B002,Current Account,2018-01-09,0,Active
A001084,C00686,B010,Current Account,2016-06-02,39143.15,Active
A001085,C00687,B010,Savings Account,2016-07-20,0,Active
A001086,C00688,B009,Savings Account,2022-03-24,10338.58,Active
A001087,C00688,B010,Current Account,2017-03-07,2128.15,Active
A001088,C00689,B004,Savings Account,2024-01-14,4168.42,Active
A001089,C00690,B010,Current Account,2017-08-16,247.88,Active
A001090,C00690,B004,Business Account,2016-07-31,671.3,Active
A001091,C00691,B010,Current Account,2019-11-13,30613.73,Active
A001092,C00692,B005,Current Account,2024-04-18,5757.42,Active
A001093,C00693,B002,Business Account,2022-04-27,3678.47,Active
A001094,C00694,B009,Current Account,2023-06-18,48999.93,Active
A001095,C00694,B003,Investment Account,2018-07-01,37800.51,Active
A001096,C00695,B004,Savings Account,2017-02-24,44705.15,Active
A001097,C00695,B010,Business Account,2024-06-08,27092.89,Active
A001098,C00696,B003,Savings Account,2019-11-15,11182.98,Active
A001099,C00697,B005,Savings Account,2016-12-17,1587.08,Active
A001100,C00697,B006,Savings Account,2024-07-03,1364.1,Active
A001101,C00698,B004,Savings Account,2019-05-01,10425.59,Active
A001102,C00699,B009,Current Account,2016-11-19,0,Active
A001103,C00700,B006,Business Account,2019-01-04,43995.45,Active
A001104,C00701,B006,Investment Account,2020-01-02,5015.74,Active
A001105,C00702,B002,Current Account,2024-06-26,6845.67,Active
A001106,C00703,B004,Investment Account,2018-11-02,12041.48,Active
A001107,C00703,B007,Current Account,2020-05-17,264526.04,Active
A001108,C00703,B008,Savings Account,2017-09-01,239830.54,Active
A001109,C00703,B004,Business Account,2021-02-24,149768.96,Active
A001110,C00704,B002,Investment Account,2016-04-02,15218.7,Closed
A001111,C00704,B005,Savings Account,2022-08-11,7000.69,Active
A001112,C00705,B007,Investment Account,2017-02-27,2849.98,Active
A001113,C00706,B005,Current Account,2021-08-16,2157.47,Active
A001114,C00706,B006,Savings Account,2020-05-29,910.5,Active
A001115,C00707,B005,Savings Account,2023-11-14,8585.25,Active
A001116,C00707,B001,Current Account,2021-01-05,8703.55,Active
A001117,C00708,B007,Current Account,2022-06-08,5868.65,Active
A001118,C00708,B005,Savings Account,2023-01-06,1657.88,Active
A001119,C00709,B006,Current Account,2016-09-21,39951.22,Active
A001120,C00710,B002,Investment Account,2023-04-26,4963.67,Active
A001121,C00711,B010,Savings Account,2023-08-22,242080.42,Active
A001122,C00711,B003,Savings Account,2023-09-22,107698.53,Active
A001123,C00711,B002,Current Account,2019-11-17,178700.34,Active
A001124,C00712,B005,Business Account,2017-05-17,0,Active
A001125,C00713,B007,Investment Account,2017-03-18,4916.74,Closed
A001126,C00713,B009,Investment Account,2024-05-22,3463.08,Active
A001127,C00714,B008,Business Account,2016-09-18,94400.01,Active
A001128,C00714,B005,Savings Account,2022-12-25,171801.62,Active
A001129,C00715,B004,Savings Account,2021-02-26,9303.43,Active
A001130,C00716,B002,Savings Account,2017-02-17,4115.88,Active
A001131,C00717,B002,Savings Account,2021-07-06,41245.44,Active
A001132,C00718,B005,Investment Account,2023-07-16,15282.64,Active
A001133,C00719,B009,Current Account,2024-06-24,1095.41,Active
A001134,C00720,B003,Savings Account,2019-02-07,6468.16,Active
A001135,C00721,B010,Current Account,2023-04-06,1509.63,Active
A001136,C00722,B009,Business Account,2021-12-29,1590.47,Active
A001137,C00723,B010,Current Account,2021-08-15,45162.28,Active
A001138,C00723,B006,Savings Account,2022-02-06,11642.97,Active
A001139,C00724,B004,Savings Account,2022-12-19,4079.9,Active
A001140,C00724,B008,Savings Account,2024-02-04,10258.87,Active
A001141,C00725,B004,Savings Account,2020-01-30,0,Active
A001142,C00726,B009,Current Account,2020-09-23,13398.51,Active
A001143,C00727,B003,Business Account,2021-11-05,27312.99,Active
A001144,C00728,B003,Current Account,2018-10-19,1411.0,Active
A001145,C00729,B001,Current Account,2023-11-27,117633.6,Active
A001146,C00729,B009,Current Account,2017-05-14,108447.22,Active
A001147,C00729,B002,Current Account,2023-01-09,160900.11,Active
A001148,C00730,B008,Savings Account,2016-09-16,37597.65,Active
A001149,C00731,B009,Business Account,2020-08-14,10127.94,Active
A001150,C00731,B008,Savings Account,2018-11-19,4174.95,Active
A001151,C00732,B002,Savings Account,2018-05-08,71169.05,Active
A001152,C00733,B007,Business Account,2017-07-07,58697.49,Active
A001153,C00733,B007,Savings Account,2023-12-01,16116.78,Active
A001154,C00734,B007,Current Account,2020-08-16,5710.71,Active
A001155,C00734,B005,Current Account,2023-11-26,13730.8,Active
A001156,C00735,B010,Current Account,2023-10-10,0,Active
A001157,C00736,B007,Current Account,2016-09-03,15582.48,Active
A001158,C00737,B007,Current Account,2017-05-27,8879.21,Active
A001159,C00737,B003,Current Account,2023-12-24,5464.55,Active
A001160,C00738,B003,Current Account,2018-07-19,29459.57,Active
A001161,C00738,B003,Current Account,2021-01-02,18877.04,Active
A001162,C00739,B007,Savings Account,2020-11-30,86313.59,Active
A001163,C00740,B008,Current Account,2024-08-07,1275.96,Active
A001164,C00741,B010,Savings Account,2017-01-28,33342.72,Active
A001165,C00741,B005,Business Account,2017-07-24,29287.16,Active
A001166,C00741,B003,Business Account,2016-12-13,14755.17,Active
A001167,C00742,B010,Savings Account,2020-08-01,0,Closed
A001168,C00742,B006,Current Account,2018-06-29,29446.41,Active
A001169,C00743,B006,Business Account,2019-02-15,27239.96,Active
A001170,C00743,B008,Investment Account,2016-12-17,10332.22,Active
A001171,C00744,B005,Investment Account,2023-12-09,0,Active
A001172,C00745,B004,Investment Account,2018-11-14,8051.5,Active
A001173,C00746,B006,Current Account,2017-09-01,5395.82,Active
A001174,C00746,B003,Investment Account,2024-10-19,3519.08,Active
A001175,C00747,B008,Savings Account,2019-06-16,39525.26,Active
A001176,C00747,B010,Business Account,2017-01-24,18327.84,Active
A001177,C00747,B010,Savings Account,2023-11-30,20488.72,Active
A001178,C00748,B010,Investment Account,2024-02-19,8009.8,Active
A001179,C00749,B003,Investment Account,2018-02-18,2035.04,Active
A001180,C00750,B009,Savings Account,2018-03-22,5917.55,Active
A001181,C00750,B001,Business Account,2018-10-11,4479.98,Active
A001182,C00751,B003,Savings Account,2022-12-03,46750.46,Active
A001183,C00751,B004,Savings Account,2016-08-06,30891.7,Active
A001184,C00752,B005,Savings Account,2022-11-04,13927.54,Active
A001185,C00752,B001,Current Account,2016-12-14,10285.14,Active
A001186,C00753,B003,Business Account,2023-06-22,3942.94,Active
A001187,C00754,B004,Current Account,2022-02-16,0,Dormant
A001188,C00754,B001,Investment Account,2022-10-26,0,Active
A001189,C00754,B004,Savings Account,2019-03-06,23393.6,Active
A001190,C00755,B009,Current Account,2022-04-13,0,Active
A001191,C00755,B006,Investment Account,2022-12-15,17038.92,Active
A001192,C00756,B001,Current Account,2017-10-31,0,Active
A001193,C00757,B004,Investment Account,2024-05-20,0,Active
A001194,C00758,B008,Savings Account,2023-11-04,27641.77,Active
A001195,C00758,B001,Current Account,2016-06-01,702.0,Active
A001196,C00759,B004,Business Account,2023-05-23,2844.07,Active
A001197,C00759,B010,Investment Account,2017-10-03,801.11,Dormant
A001198,C00760,B010,Investment Account,2017-06-27,16226.59,Dormant
A001199,C00760,B005,Current Account,2020-10-08,22782.97,Active
A001200,C00761,B007,Investment Account,2018-07-03,28051.81,Active
A001201,C00762,B009,Savings Account,2021-06-19,6059.28,Active
A001202,C00763,B009,Current Account,2020-07-21,2384.33,Active
A001203,C00764,B004,Business Account,2022-03-15,55657.5,Active
A001204,C00764,B004,Savings Account,2018-02-10,197017.92,Active
A001205,C00764,B004,Current Account,2019-04-04,0,Active
A001206,C00765,B001,Savings Account,2021-12-16,2350.17,Active
A001207,C00766,B002,Current Account,2022-10-20,6826.03,Active
A001208,C00767,B001,Investment Account,2018-09-30,1149.77,Active
A001209,C00768,B008,Current Account,2021-02-24,1146.92,Active
A001210,C00769,B005,Savings Account,2018-01-01,44662.87,Active
A001211,C00769,B004,Current Account,2018-03-30,49187.3,Active
A001212,C00770,B008,Savings Account,2023-07-06,38873.39,Active
A001213,C00770,B003,Savings Account,2021-05-08,0,Active
A001214,C00771,B006,Savings Account,2023-06-18,5469.6,Active
A001215,C00772,B008,Savings Account,2022-06-14,54748.81,Active
A001216,C00772,B009,Business Account,2019-03-29,46916.33,Active
A001217,C00773,B007,Savings Account,2020-11-20,133899.19,Active
A001218,C00773,B006,Current Account,2019-07-11,43483.47,Closed
A001219,C00773,B007,Current Account,2024-08-19,192436.26,Active
A001220,C00774,B002,Savings Account,2024-09-02,25952.4,Active
A001221,C00774,B005,Investment Account,2022-07-13,23885.68,Active
A001222,C00775,B002,Business Account,2019-12-28,16797.01,Active
A001223,C00776,B005,Current Account,2021-02-01,14787.8,Active
A001224,C00777,B004,Business Account,2021-08-02,47420.85,Active
A001225,C00777,B007,Savings Account,2018-04-30,45185.69,Active
A001226,C00778,B003,Business Account,2021-04-19,544.48,Active
A001227,C00779,B002,Savings Account,2020-11-02,5224.6,Active
A001228,C00779,B004,Current Account,2018-10-20,730.87,Active
A001229,C00780,B004,Investment Account,2018-02-13,33843.27,Active
A001230,C00780,B003,Savings Account,2019-01-24,42188.09,Active
A001231,C00781,B005,Business Account,2022-09-02,9103.24,Active
A001232,C00781,B009,Current Account,2020-05-31,6624.04,Active
A001233,C00782,B007,Current Account,2020-11-05,1303.35,Active
A001234,C00783,B003,Current Account,2019-10-03,11668.67,Active
A001235,C00784,B004,Savings Account,2023-05-26,9917.5,Active
A001236,C00785,B007,Savings Account,2017-08-28,21239.76,Active
A001237,C00786,B005,Savings Account,2017-06-01,55156.86,Active
A001238,C00786,B003,Investment Account,2018-07-25,29026.74,Closed
A001239,C00787,B009,Current Account,2016-06-02,223190.97,Active
A001240,C00787,B004,Savings Account,2017-07-04,194195.99,Active
A001241,C00787,B001,Current Account,2023-11-05,77439.84,Active
A001242,C00787,B007,Current Account,2016-12-17,127245.77,Active
A001243,C00788,B001,Savings Account,2021-03-04,12583.75,Active
A001244,C00789,B006,Savings Account,2019-11-08,77341.9,Active
A001245,C00790,B004,Current Account,2018-10-24,1685.22,Active
A001246,C00790,B003,Current Account,2024-12-08,1761.49,Active
A001247,C00791,B009,Savings Account,2019-09-03,30257.84,Active
A001248,C00791,B008,Current Account,2017-10-18,54857.87,Active
A001249,C00792,B006,Current Account,2023-10-30,37061.4,Active
A001250,C00793,B003,Savings Account,2018-03-12,47455.17,Active
A001251,C00794,B009,Investment Account,2021-01-21,1375.82,Active
A001252,C00795,B005,Savings Account,2019-01-14,301.53,Active
A001253,C00796,B008,Business Account,2021-09-16,2149.97,Active
A001254,C00797,B001,Savings Account,2020-04-21,5340.2,Active
A001255,C00797,B004,Current Account,2024-06-11,10378.04,Active
A001256,C00798,B005,Business Account,2024-04-06,36581.42,Active
A001257,C00798,B005,Savings Account,2019-06-29,20855.81,Active
A001258,C00799,B005,Savings Account,2019-03-16,12827.26,Closed
A001259,C00799,B004,Investment Account,2017-02-12,19608.43,Active
A001260,C00800,B005,Current Account,2024-11-13,56428.63,Dormant
A001261,C00801,B010,Savings Account,2022-09-19,7645.74,Active
A001262,C00802,B002,Current Account,2022-12-17,25413.95,Active
A001263,C00802,B005,Savings Account,2017-05-14,21339.85,Active
A001264,C00802,B008,Current Account,2017-09-19,15158.02,Active
A001265,C00803,B006,Current Account,2016-08-09,5547.45,Active
A001266,C00804,B004,Savings Account,2016-08-05,56892.9,Active
A001267,C00804,B006,Business Account,2018-09-12,36863.99,Active
A001268,C00804,B001,Current Account,2017-06-24,46238.78,Active
A001269,C00805,B009,Investment Account,2019-05-08,9233.04,Active
A001270,C00806,B009,Current Account,2023-06-06,14633.99,Active
A001271,C00807,B005,Investment Account,2024-09-11,73321.49,Active
A001272,C00808,B007,Savings Account,2018-08-20,32695.0,Active
A001273,C00808,B003,Current Account,2023-12-20,37627.0,Active
A001274,C00809,B009,Current Account,2024-12-13,0,Active
A001275,C00809,B007,Current Account,2024-05-19,189356.72,Active
A001276,C00809,B007,Current Account,2018-09-22,196122.17,Active
A001277,C00810,B003,Savings Account,2021-03-07,5038.6,Active
A001278,C00811,B001,Investment Account,2020-03-08,546.69,Active
A001279,C00812,B007,Business Account,2016-09-16,52474.69,Active
A001280,C00813,B009,Investment Account,2021-02-06,7702.63,Active
A001281,C00814,B006,Business Account,2019-09-23,1165.25,Active
A001282,C00815,B009,Current Account,2021-03-11,0,Active
A001283,C00815,B008,Current Account,2020-05-21,29912.29,Dormant
A001284,C00816,B003,Savings Account,2019-04-01,5114.47,Active
A001285,C00817,B003,Current Account,2019-08-14,7784.73,Active
A001286,C00818,B005,Savings Account,2021-11-14,35682.9,Active
A001287,C00819,B008,Business Account,2018-04-27,7427.79,Active
A001288,C00820,B002,Current Account,2021-11-15,7662.24,Active
A001289,C00820,B002,Savings Account,2023-10-12,4894.94,Active
A001290,C00821,B007,Savings Account,2023-11-30,4176.76,Active
A001291,C00822,B010,Investment Account,2021-08-23,6715.91,Active
A001292,C00822,B007,Savings Account,2019-04-30,0,Closed
A001293,C00823,B008,Current Account,2020-10-30,35115.29,Active
A001294,C00823,B010,Business Account,2023-06-16,35357.45,Active
A001295,C00824,B008,Investment Account,2021-09-20,5186.52,Active
A001296,C00824,B003,Current Account,2020-09-10,31633.04,Active
A001297,C00824,B002,Investment Account,2018-06-04,25395.59,Active
A001298,C00825,B002,Savings Account,2019-04-02,2083.33,Active
A001299,C00825,B004,Savings Account,2022-04-30,6842.8,Active
A001300,C00826,B008,Savings Account,2023-07-31,36675.74,Active
A001301,C00827,B010,Investment Account,2023-08-18,11496.27,Active
A001302,C00827,B007,Current Account,2021-03-19,9761.53,Active
A001303,C00827,B006,Savings Account,2018-04-16,38474.52,Dormant
A001304,C00828,B007,Current Account,2020-08-06,95727.39,Dormant
A001305,C00828,B006,Current Account,2022-12-07,76125.08,Active
A001306,C00828,B006,Business Account,2024-05-07,262893.53,Active
A001307,C00829,B010,Investment Account,2018-01-11,8714.27,Active
A001308,C00830,B002,Current Account,2021-02-22,19942.66,Active
A001309,C00831,B001,Current Account,2020-12-25,51171.97,Active
A001310,C00832,B010,Savings Account,2022-08-07,4855.86,Active
A001311,C00833,B007,Investment Account,2019-06-15,974.49,Active
A001312,C00834,B006,Savings Account,2016-07-07,10296.59,Active
A001313,C00835,B004,Current Account,2020-03-06,6088.9,Active
A001314,C00835,B003,Business Account,2022-09-26,6647.74,Active
A001315,C00836,B008,Investment Account,2023-11-27,5889.95,Active
A001316,C00836,B003,Savings Account,2024-07-12,5372.0,Dormant
A001317,C00837,B009,Current Account,2024-02-15,11690.16,Active
A001318,C00838,B010,Investment Account,2024-03-19,39178.86,Active
A001319,C00838,B009,Savings Account,2017-02-23,40520.78,Active
A001320,C00838,B007,Business Account,2024-09-05,45390.35,Active
A001321,C00839,B006,Savings Account,2021-06-22,23117.77,Dormant
A001322,C00839,B002,Savings Account,2018-04-12,24892.14,Active
A001323,C00840,B007,Investment Account,2019-08-30,1655.74,Active
A001324,C00841,B003,Investment Account,2018-05-19,8099.48,Active
A001325,C00842,B008,Investment Account,2023-01-08,42513.65,Closed
A001326,C00843,B008,Savings Account,2017-11-22,239422.75,Dormant
A001327,C00843,B002,Business Account,2024-02-08,86412.31,Active
A001328,C00844,B010,Business Account,2022-09-21,10480.35,Active
A001329,C00845,B003,Current Account,2016-09-11,114289.34,Active
A001330,C00845,B010,Current Account,2019-12-08,120330.03,Active
A001331,C00845,B004,Savings Account,2019-12-21,299281.65,Active
A001332,C00846,B008,Current Account,2024-08-14,692.98,Active
A001333,C00847,B003,Current Account,2021-11-27,33544.77,Active
