flag_id,transaction_id,flag_date,flag_reason,severity,review_status
F0000860,T0018600,2025-12-26,High Frequency Transfers,Medium,Escalated
F0000861,T0018613,2025-07-17,Dormant Account Activity,High,Open
F0000862,T0018628,2025-03-11,Unusual Location,Medium,Cleared
F0000863,T0018646,2025-09-14,Unusual Location,Medium,Under Review
F0000864,T0018648,2025-08-27,Large Transaction,Medium,Cleared
F0000865,T0018657,2025-11-11,International Transfer,High,Cleared
F0000866,T0018689,2025-10-21,Dormant Account Activity,Critical,Cleared
F0000867,T0018720,2025-12-30,High Frequency Transfers,High,Cleared
F0000868,T0018737,2025-02-12,International Transfer,High,Cleared
F0000869,T0018750,2025-07-27,Possible AML Review,Critical,Open
F0000870,T0018761,2025-08-16,Large Transaction,Medium,Cleared
F0000871,T0018765,2025-06-10,High Frequency Transfers,Medium,Escalated
F0000872,T0018780,2025-10-26,High Frequency Transfers,Medium,Open
F0000873,T0018821,2025-04-30,High Frequency Transfers,Medium,Open
F0000874,T0018842,2025-11-19,Unusual Location,Medium,Under Review
F0000875,T0018860,2025-05-16,Unusual Location,Medium,Cleared
F0000876,T0018864,2025-09-14,Large Transaction,High,Cleared
F0000877,T0018867,2025-04-26,Possible AML Review,High,Cleared
F0000878,T0018884,2025-12-04,Large Transaction,Medium,Cleared
F0000879,T0018914,2025-04-08,High Frequency Transfers,Critical,Cleared
F0000880,T0018939,2025-05-17,Large Transaction,High,Under Review
F0000881,T0018941,2025-07-24,Possible AML Review,Critical,Under Review
F0000882,T0018950,2025-12-20,Unusual Location,Medium,Open
F0000883,T0019008,2025-05-18,Unusual Location,High,Cleared
F0000884,T0019011,2025-02-11,High Frequency Transfers,Medium,Cleared
F0000885,T0019018,2025-04-17,International Transfer,Medium,Under Review
F0000886,T0019077,2025-01-22,Unusual Location,Low,Cleared
F0000887,T0019105,2025-09-28,Unusual Location,Medium,Open
F0000888,T0019109,2025-04-20,International Transfer,Critical,Open
F0000889,T0019114,2025-01-29,Possible AML Review,Critical,Cleared
F0000890,T0019117,2025-08-20,Large Transaction,Critical,Under Review
F0000891,T0019197,2025-04-22,Dormant Account Activity,High,Under Review
F0000892,T0019200,2025-08-10,High Frequency Transfers,Medium,Open
F0000893,T0019224,2025-03-30,Unusual Location,Low,Under Review
F0000894,T0019292,2025-03-15,Possible AML Review,Low,Under Review
F0000895,T0019300,2025-01-02,Large Transaction,High,Open
F0000896,T0019306,2025-11-18,International Transfer,Medium,Open
F0000897,T0019321,2025-08-13,Large Transaction,Medium,Open
F0000898,T0019323,2025-01-09,International Transfer,Low,Open
F0000899,T0019335,2025-08-23,Unusual Location,Medium,Under Review
F0000900,T0019344,2025-02-05,Large Transaction,Medium,Under Review
F0000901,T0019380,2025-02-24,High Frequency Transfers,Low,Under Review
F0000902,T0019392,2025-09-10,Large Transaction,Critical,Escalated
F0000903,T0019405,2025-07-08,High Frequency Transfers,High,Escalated
F0000904,T0019406,2025-06-30,Large Transaction,Critical,Cleared
F0000905,T0019415,2025-01-15,High Frequency Transfers,Medium,Cleared
F0000906,T0019419,2025-05-01,High Frequency Transfers,Medium,Open
F0000907,T0019432,2025-03-05,International Transfer,Medium,Cleared
F0000908,T0019468,2025-02-23,High Frequency Transfers,Medium,Under Review
F0000909,T0019513,2025-11-22,High Frequency Transfers,Critical,Escalated
F0000910,T0019534,2025-11-03,International Transfer,Low,Cleared
F0000911,T0019614,2025-08-22,High Frequency Transfers,High,Open
F0000912,T0019630,2025-01-30,High Frequency Transfers,High,Cleared
F0000913,T0019673,2025-09-07,International Transfer,Medium,Escalated
F0000914,T0019688,2025-04-28,Large Transaction,High,Cleared
F0000915,T0019692,2025-10-11,Unusual Location,Low,Open
F0000916,T0019695,2025-05-21,Possible AML Review,Critical,Open
F0000917,T0019699,2025-07-09,Large Transaction,Medium,Under Review
F0000918,T0019708,2025-01-25,Unusual Location,High,Cleared
F0000919,T0019740,2025-05-15,Large Transaction,Medium,Cleared
F0000920,T0019752,2025-11-12,Unusual Location,Medium,Under Review
F0000921,T0019765,2025-02-25,Possible AML Review,High,Cleared
F0000922,T0019772,2025-04-09,High Frequency Transfers,Medium,Under Review
F0000923,T0019795,2025-07-11,Unusual Location,High,Cleared
F0000924,T0019800,2025-05-31,International Transfer,Critical,Cleared
F0000925,T0019801,2025-09-21,High Frequency Transfers,Medium,Under Review
F0000926,T0019805,2025-09-03,Possible AML Review,High,Open
F0000927,T0019811,2025-10-17,International Transfer,High,Escalated
F0000928,T0019815,2025-09-14,Unusual Location,Low,Cleared
F0000929,T0019818,2025-11-22,Large Transaction,Medium,Escalated
F0000930,T0019827,2025-08-29,Unusual Location,High,Escalated
F0000931,T0019866,2025-09-30,High Frequency Transfers,High,Under Review
F0000932,T0019890,2025-08-06,High Frequency Transfers,Medium,Escalated
F0000933,T0019892,2025-05-10,Possible AML Review,High,Under Review
F0000934,T0019927,2025-06-29,International Transfer,Critical,Cleared
F0000935,T0019935,2025-10-08,High Frequency Transfers,Medium,Under Review
F0000936,T0019956,2025-07-06,Possible AML Review,High,Open
F0000937,T0019970,2025-11-15,Unusual Location,Medium,Under Review
F0000938,T0020020,2025-09-11,Unusual Location,Medium,Open
F0000939,T0020028,2025-11-11,Unusual Location,Medium,Escalated
F0000940,T0020030,2025-08-21,International Transfer,Low,Open
F0000941,T0020045,2025-08-05,Large Transaction,Medium,Cleared
F0000942,T0020069,2025-10-02,High Frequency Transfers,Medium,Under Review
F0000943,T0020085,2025-09-29,High Frequency Transfers,Medium,Open
F0000944,T0020097,2025-07-21,Possible AML Review,High,Under Review
F0000945,T0020136,2025-07-26,International Transfer,High,Open
F0000946,T0020140,2025-08-24,High Frequency Transfers,Low,Escalated
F0000947,T0020145,2025-01-28,Large Transaction,High,Open
F0000948,T0020227,2025-08-24,Possible AML Review,High,Open
F0000949,T0020242,2025-10-27,International Transfer,Low,Cleared
F0000950,T0020260,2025-04-03,Possible AML Review,High,Open
F0000951,T0020279,2025-06-30,Possible AML Review,High,Cleared
F0000952,T0020297,2025-10-31,Possible AML Review,Critical,Escalated
F0000953,T0020307,2025-01-27,High Frequency Transfers,Medium,Under Review
F0000954,T0020341,2025-11-13,Possible AML Review,Critical,Cleared
F0000955,T0020347,2025-05-09,Dormant Account Activity,Critical,Cleared
F0000956,T0020373,2025-03-26,International Transfer,Medium,Open
F0000957,T0020390,2025-09-22,Possible AML Review,High,Under Review
F0000958,T0020409,2025-11-02,High Frequency Transfers,High,Cleared
F0000959,T0020425,2025-11-20,Large Transaction,Medium,Cleared
F0000960,T0020431,2025-03-22,Large Transaction,Medium,Cleared
F0000961,T0020437,2025-09-27,Large Transaction,High,Cleared
F0000962,T0020473,2025-03-18,Large Transaction,Medium,Under Review
F0000963,T0020474,2025-04-01,High Frequency Transfers,High,Cleared
F0000964,T0020477,2025-03-16,Possible AML Review,High,Open
F0000965,T0020487,2025-07-31,International Transfer,Medium,Under Review
F0000966,T0020522,2025-01-07,International Transfer,Critical,Cleared
F0000967,T0020546,2025-03-18,Large Transaction,Medium,Open
F0000968,T0020563,2025-03-04,Unusual Location,Medium,Escalated
F0000969,T0020595,2025-06-11,International Transfer,Medium,Cleared
F0000970,T0020604,2025-05-19,Large Transaction,Medium,Open
F0000971,T0020614,2025-03-18,Large Transaction,Medium,Cleared
F0000972,T0020655,2025-04-03,Large Transaction,High,Cleared
F0000973,T0020668,2025-12-28,International Transfer,Medium,Cleared
F0000974,T0020673,2025-06-01,Unusual Location,Medium,Under Review
F0000975,T0020676,2025-09-20,Possible AML Review,High,Under Review
F0000976,T0020688,2025-04-09,Unusual Location,Medium,Cleared
F0000977,T0020759,2025-05-14,Possible AML Review,Critical,Under Review
F0000978,T0020769,2025-11-13,Large Transaction,High,Under Review
F0000979,T0020770,2025-07-12,High Frequency Transfers,Medium,Under Review
F0000980,T0020775,2025-01-04,Large Transaction,Medium,Cleared
F0000981,T0020799,2025-10-10,International Transfer,Medium,Cleared
F0000982,T0020825,2025-02-10,International Transfer,High,Cleared
F0000983,T0020832,2025-06-11,Possible AML Review,High,Escalated
F0000984,T0020835,2025-11-05,Dormant Account Activity,Medium,Cleared
F0000985,T0020873,2025-08-12,Large Transaction,High,Escalated
F0000986,T0020916,2025-07-02,High Frequency Transfers,Medium,Cleared
F0000987,T0020933,2025-08-28,High Frequency Transfers,High,Escalated
F0000988,T0020960,2025-03-01,Possible AML Review,High,Cleared
F0000989,T0020963,2025-10-12,High Frequency Transfers,Medium,Open
F0000990,T0020965,2025-08-08,Possible AML Review,Critical,Cleared
F0000991,T0020998,2025-08-11,International Transfer,Medium,Under Review
F0000992,T0021087,2025-01-17,International Transfer,Medium,Open
F0000993,T0021127,2025-11-11,Large Transaction,High,Escalated
F0000994,T0021142,2025-09-04,High Frequency Transfers,Medium,Cleared
F0000995,T0021166,2025-06-22,International Transfer,High,Open
F0000996,T0021171,2025-11-21,Unusual Location,Medium,Under Review
F0000997,T0021189,2025-08-21,Unusual Location,High,Open
F0000998,T0021192,2025-07-21,Large Transaction,Medium,Escalated
F0000999,T0021208,2025-04-30,Dormant Account Activity,Medium,Cleared
F0001000,T0021221,2025-10-30,High Frequency Transfers,High,Open
F0001001,T0021253,2025-08-16,Dormant Account Activity,High,Open
F0001002,T0021258,2025-06-18,Unusual Location,Medium,Open
F0001003,T0021265,2025-03-22,Unusual Location,Low,Cleared
F0001004,T0021270,2025-09-13,Large Transaction,Critical,Escalated
F0001005,T0021276,2025-08-03,High Frequency Transfers,Medium,Escalated
F0001006,T0021289,2025-05-18,Unusual Location,High,Under Review
F0001007,T0021302,2025-07-19,High Frequency Transfers,Medium,Open
F0001008,T0021318,2025-11-03,Unusual Location,Low,Cleared
F0001009,T0021326,2025-07-25,Large Transaction,Medium,Under Review
F0001010,T0021352,2025-06-05,Unusual Location,Low,Escalated
F0001011,T0021404,2025-09-09,Dormant Account Activity,High,Open
F0001012,T0021434,2025-06-20,Large Transaction,Low,Under Review
F0001013,T0021447,2025-03-29,Unusual Location,Low,Under Review
F0001014,T0021458,2025-12-20,Large Transaction,Medium,Open
F0001015,T0021462,2025-08-31,Unusual Location,Low,Under Review
F0001016,T0021489,2025-06-26,High Frequency Transfers,High,Escalated
F0001017,T0021495,2025-07-25,Large Transaction,Medium,Open
F0001018,T0021497,2025-05-23,International Transfer,High,Cleared
F0001019,T0021521,2025-11-08,Dormant Account Activity,Low,Cleared
F0001020,T0021549,2025-07-04,International Transfer,Medium,Under Review
F0001021,T0021568,2025-05-27,Unusual Location,Medium,Cleared
F0001022,T0021592,2025-09-11,Large Transaction,Low,Escalated
F0001023,T0021676,2025-03-25,Dormant Account Activity,High,Under Review
F0001024,T0021765,2025-04-04,International Transfer,Low,Under Review
F0001025,T0021794,2025-03-12,Large Transaction,Medium,Cleared
F0001026,T0021809,2025-08-19,Large Transaction,Medium,Cleared
F0001027,T0021812,2025-04-05,High Frequency Transfers,Critical,Cleared
F0001028,T0021843,2025-12-15,High Frequency Transfers,Low,Under Review
F0001029,T0021883,2025-01-05,Unusual Location,Medium,Cleared
F0001030,T0021889,2025-08-18,High Frequency Transfers,Low,Cleared
F0001031,T0021900,2025-10-28,Large Transaction,Medium,Under Review
F0001032,T0021926,2025-02-15,Dormant Account Activity,Medium,Under Review
F0001033,T0021946,2025-05-08,Large Transaction,High,Cleared
F0001034,T0021992,2025-06-20,Unusual Location,Low,Under Review
F0001035,T0022066,2025-10-07,High Frequency Transfers,High,Under Review
F0001036,T0022081,2025-03-02,Possible AML Review,High,Escalated
F0001037,T0022090,2025-04-11,Unusual Location,Low,Cleared
F0001038,T0022112,2025-12-19,International Transfer,Critical,Under Review
F0001039,T0022128,2025-02-02,Dormant Account Activity,High,Open
F0001040,T0022139,2025-12-11,Possible AML Review,High,Open
F0001041,T0022165,2025-12-20,High Frequency Transfers,High,Cleared
F0001042,T0022176,2025-07-09,High Frequency Transfers,High,Under Review
F0001043,T0022192,2025-12-21,International Transfer,High,Open
F0001044,T0022221,2025-10-10,Large Transaction,Low,Cleared
F0001045,T0022244,2025-08-20,Unusual Location,Medium,Cleared
F0001046,T0022249,2025-12-18,Dormant Account Activity,High,Under Review
F0001047,T0022263,2025-08-29,Possible AML Review,Critical,Open
F0001048,T0022353,2025-08-07,High Frequency Transfers,Medium,Open
F0001049,T0022361,2025-05-15,Dormant Account Activity,Low,Under Review
F0001050,T0022362,2025-11-30,High Frequency Transfers,Medium,Under Review
F0001051,T0022383,2025-11-13,Possible AML Review,High,Cleared
F0001052,T0022414,2025-04-30,Unusual Location,Low,Cleared
F0001053,T0022425,2025-06-25,Dormant Account Activity,High,Under Review
F0001054,T0022458,2025-11-01,High Frequency Transfers,High,Open
F0001055,T0022464,2025-04-15,Unusual Location,High,Under Review
F0001056,T0022468,2025-11-05,International Transfer,Medium,Cleared
F0001057,T0022531,2025-08-05,Possible AML Review,High,Under Review
F0001058,T0022571,2025-02-27,Possible AML Review,High,Escalated
F0001059,T0022596,2025-05-07,Unusual Location,High,Open
F0001060,T0022604,2025-07-27,International Transfer,High,Cleared
F0001061,T0022637,2025-05-06,International Transfer,Low,Under Review
F0001062,T0022648,2025-01-04,International Transfer,High,Under Review
F0001063,T0022663,2025-05-22,Dormant Account Activity,High,Cleared
F0001064,T0022718,2025-09-08,Unusual Location,High,Open
F0001065,T0022748,2025-05-28,High Frequency Transfers,Medium,Under Review
F0001066,T0022777,2025-06-05,Unusual Location,Low,Under Review
F0001067,T0022780,2025-04-09,High Frequency Transfers,Medium,Cleared
F0001068,T0022812,2025-12-27,High Frequency Transfers,Medium,Open
F0001069,T0022833,2025-01-09,Dormant Account Activity,High,Under Review
F0001070,T0022872,2025-03-09,International Transfer,High,Cleared
F0001071,T0022876,2025-07-14,Unusual Location,Medium,Escalated
F0001072,T0022896,2025-08-18,Unusual Location,High,Open
F0001073,T0022944,2025-07-25,Possible AML Review,High,Escalated
F0001074,T0022948,2025-09-03,Possible AML Review,Critical,Open
F0001075,T0022961,2025-07-17,Large Transaction,Medium,Cleared
F0001076,T0022988,2025-12-13,International Transfer,High,Open
F0001077,T0023005,2025-08-13,High Frequency Transfers,High,Under Review
F0001078,T0023039,2025-06-03,High Frequency Transfers,Critical,Cleared
F0001079,T0023040,2025-06-09,Large Transaction,Medium,Under Review
F0001080,T0023060,2025-08-16,International Transfer,Medium,Under Review
F0001081,T0023074,2025-09-13,Possible AML Review,Critical,Cleared
F0001082,T0023105,2025-07-02,High Frequency Transfers,High,Cleared
F0001083,T0023131,2025-08-01,International Transfer,Medium,Under Review
F0001084,T0023175,2025-10-07,Possible AML Review,Critical,Cleared
F0001085,T0023182,2025-03-22,Possible AML Review,High,Cleared
F0001086,T0023280,2025-09-12,High Frequency Transfers,Medium,Cleared
F0001087,T0023302,2025-08-16,Possible AML Review,High,Open
F0001088,T0023307,2025-11-14,High Frequency Transfers,Medium,Open
F0001089,T0023331,2025-02-25,Possible AML Review,High,Under Review
F0001090,T0023342,2025-11-22,Unusual Location,High,Cleared
F0001091,T0023367,2025-07-04,Dormant Account Activity,High,Cleared
F0001092,T0023374,2025-03-04,Large Transaction,Low,Under Review
F0001093,T0023444,2025-12-06,Unusual Location,Critical,Cleared
F0001094,T0023488,2025-08-02,High Frequency Transfers,Critical,Cleared
F0001095,T0023519,2025-06-15,High Frequency Transfers,Low,Under Review
F0001096,T0023527,2025-10-09,Unusual Location,Medium,Cleared
F0001097,T0023535,2025-08-23,High Frequency Transfers,Low,Cleared
F0001098,T0023543,2025-09-03,Dormant Account Activity,High,Cleared
F0001099,T0023561,2025-07-18,Large Transaction,Medium,Under Review
F0001100,T0023567,2025-08-05,Large Transaction,Medium,Cleared
F0001101,T0023578,2025-08-17,International Transfer,Medium,Under Review
F0001102,T0023583,2025-12-14,Large Transaction,Medium,Cleared
F0001103,T0023630,2025-11-28,Possible AML Review,High,Open
F0001104,T0023633,2025-08-24,Unusual Location,High,Cleared
F0001105,T0023651,2025-08-15,Dormant Account Activity,Medium,Escalated
F0001106,T0023661,2025-09-07,Unusual Location,High,Under Review
F0001107,T0023725,2025-06-15,Unusual Location,Medium,Open
F0001108,T0023731,2025-06-02,Possible AML Review,High,Under Review
F0001109,T0023755,2025-11-16,Possible AML Review,High,Under Review
F0001110,T0023791,2025-06-12,Large Transaction,Low,Open
F0001111,T0023793,2025-03-03,Large Transaction,Medium,Open
F0001112,T0023810,2025-06-04,Large Transaction,Medium,Under Review
F0001113,T0023832,2025-03-27,Unusual Location,High,Cleared
F0001114,T0023833,2025-08-07,Large Transaction,Medium,Escalated
F0001115,T0023851,2025-01-30,Large Transaction,Medium,Open
F0001116,T0023869,2025-07-27,Unusual Location,Medium,Escalated
F0001117,T0023876,2025-05-11,International Transfer,Low,Open
F0001118,T0023878,2025-01-28,Unusual Location,High,Under Review
F0001119,T0023930,2025-06-09,International Transfer,Medium,Escalated
F0001120,T0023932,2025-07-24,Dormant Account Activity,Medium,Open
F0001121,T0023938,2025-05-28,Large Transaction,Medium,Escalated
F0001122,T0023942,2025-02-27,High Frequency Transfers,Low,Cleared
F0001123,T0023969,2025-10-19,International Transfer,Critical,Cleared
F0001124,T0023973,2025-12-26,Large Transaction,High,Open
F0001125,T0023980,2025-08-10,Unusual Location,Low,Under Review
F0001126,T0024013,2025-04-11,International Transfer,Medium,Escalated
F0001127,T0024034,2025-03-03,International Transfer,Low,Open
F0001128,T0024089,2025-04-24,International Transfer,High,Under Review
F0001129,T0024122,2025-06-04,High Frequency Transfers,Low,Open
F0001130,T0024135,2025-05-11,International Transfer,Low,Under Review
F0001131,T0024204,2025-07-26,High Frequency Transfers,High,Open
F0001132,T0024225,2025-10-22,Possible AML Review,Critical,Cleared
F0001133,T0024238,2025-06-07,Possible AML Review,High,Cleared
F0001134,T0024309,2025-03-23,Large Transaction,Medium,Under Review
F0001135,T0024315,2025-03-16,International Transfer,Medium,Open
F0001136,T0024332,2025-07-16,Unusual Location,Low,Open
F0001137,T0024336,2025-06-13,High Frequency Transfers,High,Cleared
F0001138,T0024407,2025-03-29,Large Transaction,High,Open
F0001139,T0024409,2025-11-12,High Frequency Transfers,Medium,Escalated
F0001140,T0024427,2025-02-24,High Frequency Transfers,High,Open
F0001141,T0024450,2025-10-11,Large Transaction,High,Under Review
F0001142,T0024456,2025-11-15,Possible AML Review,Critical,Escalated
F0001143,T0024481,2025-02-16,International Transfer,High,Cleared
F0001144,T0024490,2025-04-12,International Transfer,Low,Under Review
F0001145,T0024530,2025-06-08,High Frequency Transfers,Medium,Under Review
F0001146,T0024534,2025-04-19,Unusual Location,Low,Escalated
F0001147,T0024535,2025-10-11,Possible AML Review,High,Under Review
F0001148,T0024563,2025-01-14,Possible AML Review,Critical,Open
F0001149,T0024571,2025-10-19,Large Transaction,High,Open
F0001150,T0024585,2025-06-17,Large Transaction,Low,Open
F0001151,T0024587,2025-06-24,High Frequency Transfers,Low,Under Review
F0001152,T0024600,2025-06-22,International Transfer,Low,Open
F0001153,T0024622,2025-12-20,Possible AML Review,High,Open
F0001154,T0024642,2025-09-30,High Frequency Transfers,Medium,Cleared
F0001155,T0024681,2025-04-22,Possible AML Review,High,Under Review
F0001156,T0024693,2025-08-15,Unusual Location,Medium,Cleared
F0001157,T0024694,2025-03-24,High Frequency Transfers,Critical,Under Review
F0001158,T0024707,2025-11-16,Dormant Account Activity,Critical,Cleared
F0001159,T0024722,2025-03-28,High Frequency Transfers,Medium,Escalated
F0001160,T0024723,2025-03-26,High Frequency Transfers,Medium,Cleared
F0001161,T0024737,2025-06-17,Dormant Account Activity,Critical,Open
F0001162,T0024743,2025-02-12,Large Transaction,Medium,Open
F0001163,T0024772,2025-07-10,Large Transaction,High,Open
F0001164,T0024773,2025-08-10,High Frequency Transfers,High,Open
F0001165,T0024795,2025-02-06,Possible AML Review,High,Cleared
F0001166,T0024852,2025-09-16,High Frequency Transfers,Medium,Under Review
F0001167,T0024860,2025-12-08,Possible AML Review,High,Open
F0001168,T0024868,2025-04-03,High Frequency Transfers,High,Open
F0001169,T0024872,2025-09-12,International Transfer,Medium,Under Review
F0001170,T0024892,2025-05-11,International Transfer,Medium,Cleared
F0001171,T0024918,2025-07-21,Possible AML Review,Critical,Cleared
F0001172,T0024924,2025-07-13,Dormant Account Activity,High,Open
F0001173,T0024951,2025-05-01,International Transfer,High,Under Review
F0001174,T0024963,2025-02-15,High Frequency Transfers,Critical,Open
F0001175,T0025016,2025-11-19,Unusual Location,Critical,Under Review
F0001176,T0025018,2025-08-09,Dormant Account Activity,Medium,Under Review
F0001177,T0025028,2025-08-14,High Frequency Transfers,Low,Cleared
F0001178,T0025037,2025-01-15,International Transfer,High,Open
F0001179,T0025048,2025-12-25,High Frequency Transfers,High,Under Review
F0001180,T0025056,2025-03-30,High Frequency Transfers,Medium,Open
F0001181,T0025107,2025-02-03,International Transfer,Low,Cleared
F0001182,T0025152,2025-04-21,Possible AML Review,High,Cleared
F0001183,T0025211,2025-06-01,High Frequency Transfers,Medium,Open
F0001184,T0025217,2025-04-29,Large Transaction,Medium,Cleared
F0001185,T0025273,2025-02-14,High Frequency Transfers,Low,Escalated
F0001186,T0025303,2025-01-19,Large Transaction,High,Open
F0001187,T0025341,2025-06-09,High Frequency Transfers,Medium,Open
F0001188,T0025351,2025-02-04,International Transfer,Medium,Open
F0001189,T0025384,2025-07-13,Large Transaction,Medium,Under Review
F0001190,T0025406,2025-05-06,High Frequency Transfers,Medium,Cleared
F0001191,T0025418,2025-12-25,Large Transaction,Medium,Under Review
F0001192,T0025438,2025-08-29,Large Transaction,Medium,Open
F0001193,T0025454,2025-12-31,Large Transaction,Medium,Cleared
F0001194,T0025459,2025-04-26,Possible AML Review,Medium,Open
F0001195,T0025472,2025-02-02,Unusual Location,High,Under Review
F0001196,T0025474,2025-03-15,Large Transaction,High,Cleared
F0001197,T0025487,2025-02-02,High Frequency Transfers,High,Open
F0001198,T0025494,2025-10-24,International Transfer,Low,Under Review
F0001199,T0025517,2025-08-20,High Frequency Transfers,Medium,Cleared
F0001200,T0025524,2025-08-06,Large Transaction,Medium,Under Review
F0001201,T0025549,2025-03-21,Dormant Account Activity,Medium,Under Review
F0001202,T0025572,2025-09-02,International Transfer,Low,Cleared
F0001203,T0025590,2025-06-27,High Frequency Transfers,Medium,Cleared
F0001204,T0025595,2025-05-21,Dormant Account Activity,Medium,Escalated
F0001205,T0025604,2025-03-09,High Frequency Transfers,Medium,Cleared
F0001206,T0025605,2025-01-27,Dormant Account Activity,High,Cleared
F0001207,T0025611,2025-07-10,High Frequency Transfers,Critical,Open
F0001208,T0025615,2025-08-29,Dormant Account Activity,High,Cleared
F0001209,T0025631,2025-11-15,Large Transaction,Low,Cleared
F0001210,T0025639,2025-11-21,Dormant Account Activity,High,Escalated
F0001211,T0025640,2025-09-23,Unusual Location,Low,Cleared
F0001212,T0025680,2025-03-23,Dormant Account Activity,Low,Open
F0001213,T0025731,2025-05-17,Unusual Location,High,Under Review
F0001214,T0025742,2025-07-23,Possible AML Review,High,Under Review
F0001215,T0025807,2025-03-07,Large Transaction,Medium,Cleared
F0001216,T0025856,2025-03-19,Dormant Account Activity,Medium,Under Review
F0001217,T0025901,2025-06-09,Large Transaction,High,Open
F0001218,T0025903,2025-06-06,Unusual Location,Low,Open
F0001219,T0025913,2025-02-10,Possible AML Review,Medium,Under Review
F0001220,T0025916,2025-04-11,Large Transaction,High,Under Review
F0001221,T0025918,2025-02-07,Large Transaction,Medium,Cleared
F0001222,T0025920,2025-10-23,Unusual Location,Medium,Under Review
F0001223,T0025954,2025-01-05,Possible AML Review,Medium,Under Review
F0001224,T0025957,2025-05-23,Large Transaction,High,Under Review
F0001225,T0025964,2025-02-23,Large Transaction,Medium,Cleared
F0001226,T0025966,2025-01-08,International Transfer,Low,Open
F0001227,T0025991,2025-11-30,Large Transaction,Low,Open
F0001228,T0025996,2025-12-30,Unusual Location,High,Under Review
F0001229,T0026010,2025-05-10,Possible AML Review,Critical,Escalated
F0001230,T0026037,2025-04-16,Unusual Location,High,Cleared
F0001231,T0026039,2025-03-05,High Frequency Transfers,High,Under Review
F0001232,T0026069,2025-04-16,International Transfer,Low,Open
F0001233,T0026110,2025-07-18,High Frequency Transfers,High,Escalated
F0001234,T0026118,2025-04-21,Possible AML Review,High,Open
F0001235,T0026121,2025-07-25,International Transfer,Medium,Under Review
F0001236,T0026131,2025-04-18,High Frequency Transfers,Medium,Under Review
F0001237,T0026135,2025-04-02,Possible AML Review,High,Cleared
F0001238,T0026147,2025-02-10,Dormant Account Activity,High,Cleared
F0001239,T0026171,2025-12-22,International Transfer,High,Open
F0001240,T0026185,2025-06-29,Unusual Location,Medium,Escalated
F0001241,T0026187,2025-03-08,Large Transaction,Medium,Open
F0001242,T0026210,2025-07-07,International Transfer,Medium,Cleared
F0001243,T0026292,2025-01-10,Large Transaction,Medium,Escalated
F0001244,T0026298,2025-11-09,Unusual Location,Low,Open
F0001245,T0026399,2025-08-20,Unusual Location,Medium,Cleared
F0001246,T0026401,2025-06-05,International Transfer,Low,Escalated
F0001247,T0026405,2025-02-15,High Frequency Transfers,Critical,Cleared
F0001248,T0026429,2025-06-23,Possible AML Review,Critical,Open
F0001249,T0026432,2025-09-11,Dormant Account Activity,Medium,Escalated
F0001250,T0026459,2025-02-10,High Frequency Transfers,Medium,Cleared
F0001251,T0026485,2025-03-23,Possible AML Review,Critical,Under Review
F0001252,T0026505,2025-12-02,Large Transaction,Low,Open
F0001253,T0026518,2025-09-11,Large Transaction,High,Cleared
F0001254,T0026562,2025-12-30,Unusual Location,Medium,Cleared
F0001255,T0026601,2025-08-05,Large Transaction,Medium,Open
F0001256,T0026630,2025-07-15,Dormant Account Activity,Critical,Open
F0001257,T0026632,2025-05-14,Large Transaction,Low,Under Review
F0001258,T0026635,2025-10-19,International Transfer,High,Open
F0001259,T0026676,2025-03-17,International Transfer,Critical,Open
F0001260,T0026736,2025-06-04,Large Transaction,Critical,Open
F0001261,T0026762,2025-01-15,Unusual Location,Medium,Under Review
F0001262,T0026763,2025-08-24,High Frequency Transfers,Medium,Escalated
F0001263,T0026766,2025-11-14,International Transfer,Low,Escalated
F0001264,T0026774,2025-04-19,Unusual Location,Medium,Cleared
F0001265,T0026817,2025-05-26,High Frequency Transfers,Low,Cleared
F0001266,T0026845,2025-08-17,International Transfer,High,Open
F0001267,T0026864,2025-12-19,Possible AML Review,High,Escalated
F0001268,T0026877,2025-08-30,Dormant Account Activity,High,Open
F0001269,T0026887,2025-08-15,Unusual Location,Medium,Open
F0001270,T0026921,2025-03-22,International Transfer,Medium,Under Review
F0001271,T0026923,2025-09-17,Large Transaction,Medium,Open
F0001272,T0026940,2025-11-21,Dormant Account Activity,High,Cleared
F0001273,T0026946,2025-05-22,High Frequency Transfers,High,Under Review
F0001274,T0026963,2025-11-19,Unusual Location,Medium,Open
F0001275,T0026999,2025-08-02,Unusual Location,Medium,Cleared
F0001276,T0027021,2025-08-19,International Transfer,Medium,Under Review
F0001277,T0027058,2025-03-03,Large Transaction,High,Under Review
F0001278,T0027061,2025-10-14,Unusual Location,High,Open
F0001279,T0027094,2025-03-08,Dormant Account Activity,High,Under Review
F0001280,T0027109,2025-11-18,Large Transaction,Medium,Cleared
F0001281,T0027112,2025-07-31,International Transfer,High,Escalated
F0001282,T0027127,2025-12-16,International Transfer,High,Cleared
F0001283,T0027128,2025-10-12,Dormant Account Activity,High,Cleared
F0001284,T0027148,2025-08-20,High Frequency Transfers,Medium,Escalated
F0001285,T0027157,2025-05-28,Unusual Location,High,Open
F0001286,T0027190,2025-08-26,Dormant Account Activity,Critical,Under Review
F0001287,T0027209,2025-04-30,Possible AML Review,Medium,Under Review
F0001288,T0027236,2025-10-28,International Transfer,Medium,Cleared
